,Unnamed: 0,Date,User,Tweet,translated
942,942,2022-03-23 06:55:23+00:00,gmanews,"Dumalo sa isang town hall meeting sa Midsayap, North Cotabato kaninang umaga sina Sen. Ping Lacson, Senate President Vicente Sotto III at senatorial candidate Manny Piñol para sa kanilang kampanya sa #Eleksyon2022.

Photo: GMA Regional TV One Mindanao https://t.co/OzHIG8PbsV","Sen attended a town hall meeting in Midsayap, North Cotabato this morning.Ping Lacson, Senate President Vicente Sotto III and senatorial candidate Manny Piñol for their #Election2022 campaign.

Photo: GMA Regional TV One Mindanao https://t.co/ozhig8PBSV"
943,943,2022-03-23 04:56:14+00:00,RadyoAgila1062,Senate president Vicente Sotto handang makipag-usap sa mga Vice presidentiable na magkaisa para tapatan si Mayor Sara Duterte https://t.co/gHF9qfAm5g,Senate President Vicente Sotto is ready
944,944,2022-03-23 01:33:55+00:00,EliasWinDatu,"The Maharlika New Society Party, the dominant majority bloc in the National Assembly (Congress) led by President Gary Quinto and Prime Minister Ely Datu, HAS OFFICIALLY ENDORSED BBM AS PRESIDENT OF THE PHILIPPINES AND VICENTE SOTTO III AS VICE PRESIDENT OF THE PHILIPPINES.","The Maharlika New Society Party, the dominant majority bloc in the National Assembly (Congress) led by President Gary Quinto and Prime Minister Ely Datu, HAS OFFICIALLY ENDORSED BBM AS PRESIDENT OF THE PHILIPPINES AND VICENTE SOTTO III AS VICE PRESIDENT OF THE PHILIPPINES."
945,945,2022-03-23 00:37:45+00:00,pia_ev,"𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁 𝗥𝗼𝗱𝗿𝗶𝗴𝗼 𝗥𝗼𝗮 𝗗𝘂𝘁𝗲𝗿𝘁𝗲 leads the ceremonial signing and presentation of various enacted laws at the Malacañang Palace on March 21, 2022. 
Joining the President are Senate President Vicente Sotto III,...https://t.co/xwQZb4ru29","𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁 𝗥𝗼𝗱𝗿𝗶𝗴𝗼 𝗥𝗼𝗮 𝗗𝘂𝘁𝗲𝗿𝘁𝗲 leads the ceremonial signing and presentation of various enacted laws at the Malacañang Palace on March 21, 2022. 
Joining the President are Senate President Vicente Sotto III,...https://t.co/xwQZb4ru29"
946,946,2022-03-22 08:35:58+00:00,gayandrianagaya,It feels weird nga ga internship kos vicente sotto kung asa namatay akong papa. misyupaps,It feels weird to be an internship kos Vicente Sotto where I died.Misyupaps
947,947,2022-03-22 06:19:01+00:00,cnc_tribunephl,"READ: Senate President Vicente Sotto III says Energy Secretary Cusi clarified to him that the decision of the PDP Laban to endorse former president Bongbong Marcos does not reflect the position of President Rodrigo Duterte.

#KaTriVote2022
#PulsoNgBayan
#DailyTribune https://t.co/SvxPm90tvt","READ: Senate President Vicente Sotto III Satto Energy Secretary Cusi Clarified to him that decision of the PDP Laban to Endorse Former President Bongbong Marcos dos not reflect the position of President Rodrigo Duterte.

#Katrivot2
#Pulongbayan
#DAYIBULNE https://t.co/Svxpm90tvt"
948,948,2022-03-22 06:18:51+00:00,tribunephl,"READ: Senate President Vicente Sotto III says Energy Secretary Cusi clarified to him that the decision of the PDP Laban to endorse former president Bongbong Marcos does not reflect the position of President Rodrigo Duterte.

#KaTriVote2022
#PulsoNgBayan
#DailyTribune https://t.co/78erzP9MxK","READ: Senate President Vicente Sotto III Satto Energy Secretary Cusi Clarified to him that decision of the PDP Laban to Endorse Former President Bongbong Marcos dos not reflect the position of President Rodrigo Duterte.

#Katrivot2
#Pulongbayan
#DAIRTIVENE https://t.co/78erzp9mxk"
949,949,2022-03-22 04:35:00+00:00,BusinessMirror,"SENATE President Vicente Sotto III has prodded concerned authorities to brace for a feared Covid surge by ramping up local production of vaccines, PPE and anti-Covid drugs.

https://t.co/qcCqCBqKsS","SENATE President Vicente Sotto III has prodded concerned authorities to brace for a feared Covid surge by ramping up local production of vaccines, PPE and anti-Covid drugs.

https://t.co/qcCqCBqKsS"
950,950,2022-03-22 02:19:24+00:00,thechronicleph,"Kapwa nanindigan ang COMELEC at Smartmatic na hindi na-hack ang kanilang servers, taliwas sa sinabi nina Sen. Vicente Sotto III at Imee Marcos na na-compromise ang electoral system ng Smartmatic. 

#TheChronicle #SinoBayan https://t.co/J6hzcdOxA1","Both Comelec and Smartmatic said their servers were not hacked, contrary to what Sen said.Vicente Sotto III and Imee Marcos have compromised Smartmatic's electoral system.

#Thechronicle #Sinobayan https://t.co/j6hzcdoxa1"
951,951,2022-03-21 23:10:01+00:00,PhilippineStar,"Vice presidential candidate and Senate President Vicente Sotto III has vouched for the incorruptibility of his running mate Sen. Panfilo Lacson, whose leadership style would be enough to eliminate the culture of corruption in government. https://t.co/I1fpsBHQRM","Vice presidential candidate and Senate President Vicente Sotto III has vouched for the incorruptibility of his running mate Sen. Panfilo Lacson, whose leadership style would be enough to eliminate the culture of corruption in government. https://t.co/I1fpsBHQRM"
952,952,2022-03-21 14:19:05+00:00,AncientBarbara2,@nabunturanguy @WomanityMP Dito rin sa Cebu Leni at Tito dahil sa laki daw ng utang na loob ng mga Cebuano sa mga Sotto dahil sa public hospital nito na Don Vicente Sotto dahil pinundohan daw talaga to ng Senator kaya dito ang kinapanya nila Leni-Tito.,@nabuntakanuy @womanitymp here is also here in Cebu Leni and Tito because of the size of the Cebuano debt to the Sotto people because of its public hospital Don Vicente Sotto because the senator has really adopted it so here Leni-Tito has come to her.
953,953,2022-03-21 11:00:26+00:00,BiagtanRichie,"At the Comelec Vice Presidential debate, Vicente Sotto pitches for local manufacturing of vaccines &amp; Personal Protective Equipment https://t.co/ryq2T96LaB","At the Comelec Vice Presidential debate, Vicente Sotto pitches for local manufacturing of vaccines &amp; Personal Protective Equipment https://t.co/ryq2T96LaB"
954,954,2022-03-21 08:10:28+00:00,senatePH,"Senate President Vicente Sotto III assures the family of Ricardo ""Jon Jon"" Lasco Jr. that the Senate will provide them security for as long as the case is not resolved. Sotto ordered the Senate Sergeant-at-Arms to provide security to Lasco’s family. #SenatePH 1/2 @sotto_tito https://t.co/lLvryjWk2E","Senate President Vicente Sotto III assures the family of Ricardo ""Jon Jon"" Lasco Jr. that the Senate will provide them security for as long as the case is not resolved. Sotto ordered the Senate Sergeant-at-Arms to provide security to Lasco’s family. #SenatePH 1/2 @sotto_tito https://t.co/lLvryjWk2E"
955,955,2022-03-21 05:44:15+00:00,cnc_tribunephl,"READ: Senate President Vicente Sotto III says the P200 proposed subsidy is not enough.

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/NiD4WFNjGJ","READ: Senate President Vicente Sotto III says the P200 proposed subsidy is not enough.

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/NiD4WFNjGJ"
956,956,2022-03-21 05:44:09+00:00,tribunephl,"READ: Senate President Vicente Sotto III says the P200 proposed subsidy is not enough.

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/Myj3CgjAwI","READ: Senate President Vicente Sotto III says the P200 proposed subsidy is not enough.

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/Myj3CgjAwI"
957,957,2022-03-21 03:45:00+00:00,manilabulletin,"Vice presidential candidate Vicente Sotto III is leaving it to the Commission on Elections (Comelec) to deal with the tandem of Bongbong Marcos and Sara Duterte for skipping the first Comelec-sponsored presidential and vice presidential debates.

https://t.co/jYHaLQAhwi","Vice presidential candidate Vicente Sotto III is leaving it to the Commission on Elections (Comelec) to deal with the tandem of Bongbong Marcos and Sara Duterte for skipping the first Comelec-sponsored presidential and vice presidential debates.

https://t.co/jYHaLQAhwi"
958,958,2022-03-20 17:18:59+00:00,dzrhnews,"Binigyang diin ni Vice Presidential candidate Vicente Sotto III na hindi dapat na spare tire lang ang Bise Presidente, dapat ay may participation siya sa konseho | #Desisyon2022 #PiliPinasDebates2022 https://t.co/yx6uRfwhol","Vice Presidential Candidate Vicente Sotto III emphasized that the vice president should not be spare tires, he should have a participation in the council |#Decision2022 #PhilippinesDebates2022 https://t.co/Yx6urfwhol"
959,959,2022-03-20 15:42:41+00:00,PTVph,"ELECTION UPDATE: Ipinahayag ni vice presidential candidate Sen. Vicente Sotto III na katapatan, kakayahan, at katapangan ang kanyang dala-dala. 

Aniya, gamit ang kanyang karanasan ay hindi siya mangangapa bilang bise preisdente. 

1/2 https://t.co/qg8h8QvmX3","Election Update: Vice Presidential Candidate Sen declared.Vicente Sotto III is his honesty, ability, and bravery.

He said that with his experience he would not be a preistent vice.

1/2 https://t.co/QG8H8QVMX3"
960,960,2022-03-20 15:00:51+00:00,ABSCBNNews,'HINDI KAYO MAPAPAHIYA.' VP candidate and Senate President Vicente Sotto III says his 30 years of experience in public service is enough to prove that he is capable of fulfilling the duties of a vice president. #PiliPinasDebates2022 #Halalan2022 https://t.co/qFi7KzzQSI,'HINDI KAYO MAPAPAHIYA.' VP candidate and Senate President Vicente Sotto III says his 30 years of experience in public service is enough to prove that he is capable of fulfilling the duties of a vice president. #PiliPinasDebates2022 #Halalan2022 https://t.co/qFi7KzzQSI
961,961,2022-03-20 14:50:00+00:00,gmanews,"Senate President Vicente Sotto III ended the Commission on Elections' first vice presidential debates by vaunting on his decades-long experience in public service and emphasizing the need for proper implementation of the laws which Congress had passed.

https://t.co/d9XzO0eudt","Senate President Vicente Sotto III ended the Commission on Elections' first vice presidential debates by vaunting on his decades-long experience in public service and emphasizing the need for proper implementation of the laws which Congress had passed.

https://t.co/d9XzO0eudt"
962,962,2022-03-20 14:12:27+00:00,gmanews,"Senate President Vicente Sotto III on Sunday said he could help the next president address the problem of illegal drugs as well as lend his expertise on foreign policy and OFW matters. #PiliPinasDebates2022 #Eleksyon2022

https://t.co/oLmJtqqt64","Senate President Vicente Sotto III on Sunday said he could help the next president address the problem of illegal drugs as well as lend his expertise on foreign policy and OFW matters. #PiliPinasDebates2022 #Eleksyon2022

https://t.co/oLmJtqqt64"
963,963,2022-03-20 13:53:39+00:00,dwiz882,"THREAD: #PiliPINASDebates2022

CLOSING STATEMENT OF VICENTE SOTTO III : Katapatan, kakayahan, katapangan yan po ang dala-dala ko sa pagharap sa inyo..I am tired of making laws that are not implemented properly kaya po kami naririto humaharap...","Thread: #PhilippinesDebates2022

Closing Statement of Vicente Sotto III: Honesty, Ability, Courage is what I bring to you..I am tired of making laws that are not implemented properly so we are here to face ..."
964,964,2022-03-20 13:50:37+00:00,dwiz882,THREAD: #PiliPinasDebates2022: The Turning Point—  Vice Presidential Debates.Senate Pres. Vicente Sotto III: Hindi naman talaga spare tire dapat ang pangalawang pangulo kung alam mo ang gagawin.Gagawin kong Senate President or Presiding Officer of the Senate yun ang pinakamaganda https://t.co/kKN6noqPYC,Thread: #PhilippinesDebates2022: The Turning Point - Vice Presidential Debates.Senate Pres.Vicente Sotto III: The second president is not really a spare tire if you know what to do. I will do Senate President or Presiding Officer of the Senate.
965,965,2022-03-20 13:32:14+00:00,dwiz882,"THREAD: #PiliPINASDebates2022

MAS EPEKTIBO BA ANG PAGKAKAROON NG ISA LAMANG NA ANTI-CORRUPTION AGENCY?

VICENTE SOTTO III : if we do not digitalize, if there is no internal cleansing ay tagilid","Thread: #PhilippinesDebates2022

Is it more effective to have just one anti-corruption agency?

Vicente Sotto III: If we do not digitalize, if there is no internal cleansing is tilted"
966,966,2022-03-20 13:25:19+00:00,PTVph,"ELECTION UPDATE: Ang maituturing na expertise ni vice presidential candidate Sen. Vicente Sotto III na ibabahagi niya sa kanyang presidente ay ang Department of Interior and Local Government (DILG) at Dangerous Drugs Board (DDB). 

1/3 https://t.co/Qr7MJrLkYC","Election Update: Vice Presidential Candidate Sen's expertise.Vicente Sotto III he will share with his President is the Department of Interior and Local Government (DILG) and Dangerous Drugs Board (DDB).

1/3 https://t.co/QR7MJRLKYC"
967,967,2022-03-20 13:10:31+00:00,dailyguardianph,Vice presidential candidate Senate President Vicente Sotto III took pride of his anti-illegal drugs campaign when asked what policy area would he share to the president should he be elected as vice president. https://t.co/Yw3OnmBBIg,Vice presidential candidate Senate President Vicente Sotto III took pride of his anti-illegal drugs campaign when asked what policy area would he share to the president should he be elected as vice president. https://t.co/Yw3OnmBBIg
968,968,2022-03-20 12:41:47+00:00,BusinessMirror,"Vice presidential aspirant Vicente Sotto III shares his sentiment when asked if he is in favor of tandem voting.

#PiliPinasDebates2022 https://t.co/3WplTu42Tz","Vice presidential aspirant Vicente Sotto III shares his sentiment when asked if he is in favor of tandem voting.

#PiliPinasDebates2022 https://t.co/3WplTu42Tz"
969,969,2022-03-20 12:38:20+00:00,dwiz882,VICENTE SOTTO III : Siguro yung DILG and Dangerous Drug Board would be my expertise...hindi lang pwedeng supply reduction strategy na ginagawa ng admin. kailangan palakasin yung prevention &amp; rehabilitation,Vicente Sotto III: Maybe the DILG and Dangerous Drug Board would be my expertise ... not just a supply reduction strategy that the admin does.need to strengthen the prevention & amp;rehabilitation
970,970,2022-03-20 12:35:40+00:00,dwiz882,"THREAD: #PiliPINASDebates2022

POLICY AREA NA KUMPIYANSA AKONG IBAHAGI SA PRESIDENTE AY,

VICENTE SOTTO III : Yung advocacy ko noong 1988 pa na nadevelop namin into a dangerous drugs act of 2002 RA 9165, the prob. of illegal drugs and drug abuse","Thread: #PhilippinesDebates2022

Policy area that I have confidently share with the President is,

Vicente Sotto III: My Advocacy In 1988 we developed into a Dangerous Drugs Act of 2002 RA 9165, The Prob.Of ILLEGAL DRUGS AND DRUG ABUSE"
971,971,2022-03-20 12:28:52+00:00,PTVph,"ELECTION UPDATE: Pagdating sa COVID-19 response, ipinahayag ni vice presidential candidate Sen. Vicente Sotto III na dapat paghandaan ng bansa ang pag-manufacture ng sariling bakuna, PPE, needles, at bulak. 

1/2 https://t.co/ByyYPuYaLO","Election Update: Arriving at the Covid-19 response, Vice Presidential Candidate Sen announced.Vicente Sotto III said the country should prepare for manufacturing its own vaccine, PPE, needles, and flowers.

1/2 https://t.co/byyyPuyalo"
972,972,2022-03-20 12:13:35+00:00,dwiz882,VICENTE SOTTO III : Di baleng gobyerno ang maghirap wag lang ang taumbayan..,Vicente Sotto III: The government is not suffering from the people.
973,973,2022-03-20 12:12:55+00:00,dwiz882,"THREAD: #PiliPINASDebates2022

P200 AYUDA SA KABILA NG PAGTAAS NG PRESYO NG PETROLYO, SAPAT BA?

VICENTE SOTTO III : Yung P200 na binibigay mas malaki pa.. sa QC na P1-K , I agree also na excise tax be suspended, siguro dapat..gawin nating P1-K yung min. wage sa NCR,","Thread: #PhilippinesDebates2022

P200 aid despite rising petroleum prices, is it enough?

Vicente Sotto III: The P200 that is given bigger .. In QC P1-K, I also agree that excise tax be suspended, maybe we should ... let's do P1-K the min.wage to NCR,"
974,974,2022-03-20 11:40:37+00:00,dwiz882,"THREAD: #PiliPINASDebates2022

KAKULANGAN SA COVID 19 RESPONSE NG GOBYERNO AY,  

VICENTE SOTTO III : Para hindi na ito maulit, dapat tayo na ang nagmamanufacture ng bakuna..syringes..cotton, dapat yan ang unang asikasuhin ng gob. na tayo na ang nagpo-produce ng mga ito...","Thread: #PhilippinesDebates2022

Lack of Covid 19 Government Response is,

Vicente Sotto III: To keep it from being repeated, we should be the vaccine conducts..Syringes..Cotton, that should be the first to take care of the Gob.We are the ones who produce them ..."
975,975,2022-03-20 11:19:34+00:00,abtheflame,Vicente Sotto III says that he will give the senate president or presiding officer of the Senate position to the vice-president. https://t.co/MhXWCNfrWQ,Vicente Sotto III says that he will give the senate president or presiding officer of the Senate position to the vice-president. https://t.co/MhXWCNfrWQ
976,976,2022-03-20 11:19:11+00:00,inquirerdotnet,"@DYGalvezINQ Candidate Vicente Sotto III says the VP should not only be a spare tire, adds that ""merely the clout"" of being VP can be used to do many things. | @DYGalvezINQ 

#OurVoteOurFuture #VotePH","@DYGalvezINQ Candidate Vicente Sotto III says the VP should not only be a spare tire, adds that ""merely the clout"" of being VP can be used to do many things. | @DYGalvezINQ 

#OurVoteOurFuture #VotePH"
977,977,2022-03-20 11:18:34+00:00,dailyguardianph,"Participating bets were Walden Bello, Rizalito David, Manny Lopez, Willie Ong, Francis Pangilinan, Carlos Serapio, and Vicente Sotto III.","Participing bets was Wawden Bello, Rizalito David, Manny Lopez, Willie Ong, Francis Pangilinan, Carlos Serapio, and Vicente Sotto III."
978,978,2022-03-20 11:17:33+00:00,DYGalvezINQ,"Candidate Vicente Sotto III says the VP should not only be a spare tire, adds that ""merely the clout"" of being VP can be used to do many things. @inquirerdotnet","Candidate Vicente Sotto III says the VP should not only be a spare tire, adds that ""merely the clout"" of being VP can be used to do many things. @inquirerdotnet"
979,979,2022-03-20 11:06:08+00:00,sofiatomacruz,"7 of 9 candidates are present. Former cong. Walden Bello, pro-life advocate Rizalito David, economist Manny SD Lopez, doctor Willie Ong, Senator Francis Pangilinan, lawyer Carlos Serapio, &amp;Senate President Vicente Sotto III.  #PiliPinasDebates2022 #PHVote #WeDecide @rapplerdotcom","7 of 9 Candidates Are Present.Former Cong.Walden Bello, pro-life advocate Rizalito David, Economist Manny SD Lopez, Doctor Willie Willie Ong, Senator Francis Pangilinan, Lawyer Carlos Serapio, &amp;Senate President Vicente Sotto III.#pilipinasdebeth2022 #PHVOTE JEDECIDE @rapprentcom"
980,980,2022-03-20 11:02:50+00:00,dailyguardianph,"Vice presidential candidate Rizalito David said he is willing to withdraw from the race to support Senate President Vicente Sotto III and Vice President Leni Robredo in the hopes of beating frontrunners Bongbong Marcos and Sara Duterte.

#PilipinasDebates2022 https://t.co/y70xZBul96","Vice presidential candidate Rizalito David said he is willing to withdraw from the race to support Senate President Vicente Sotto III and Vice President Leni Robredo in the hopes of beating frontrunners Bongbong Marcos and Sara Duterte.

#PilipinasDebates2022 https://t.co/y70xZBul96"
981,981,2022-03-20 11:02:23+00:00,TheAnimoSHS,"Seven out of nine vice presidential candidates are present: Walden Bello, Rizalito David, Manny Lopez, Dr. Willie Ong, Sen. Francis Pangilinan, Carlos Serapio, and Senate President Vicente Sotto III. 

#PiliPinasDebates2022","Seven Out of Nine Vice Presidential Candidates Are Present: Walden Bello, Rizalito David, Manny Lopez, Dr.Willie Ong, Sen.Francis Pangilinan, Carlos Serapio, and Senate President Vicente Sotto III.

#pilhinasdebates2"
982,982,2022-03-20 10:11:49+00:00,PTVph,"PANOORIN: Sa panayam kaugnay ng isyu ng estate tax ng pamilya Marcos na napag-usapan kagabi sa Comelec presidential debate, ayon kay Senate President Vicente Sotto III, ang Bureau of Internal Revenue (BIR) ang siyang may mandato para singilin ito.

1/2 https://t.co/iebaFn9HFv","NOTE: In an interview on the issue of the Marcos family estate tax that was discussed last night in the Comelec Presidential Debate, according to Senate President Vicente Sotto III, the Bureau of Internal Revenue (BIR) has the mandate to charge it.

1/2 https://t.co/Iebafn9hfv"
983,983,2022-03-20 10:03:23+00:00,PTVph,"TINGNAN: Vice presidential candidate Sen. Vicente Sotto III, handa na para sa Comelec vice presidential debate ngayong araw (Marso 20). | Via Eunice Samonte

#PTVElectionTV https://t.co/wUAiNqTq07","SEE: Vice Presidential Candidate Sen.Vicente Sotto III, ready for the Comelec Vice Presidential Debate today (March 20).|Via Eunice Samonte

#PtvelectionTV https://t.co/wuainqtq07"
984,984,2022-03-20 09:34:24+00:00,PhilippineStar,LOOK: Vice presidential candidate Senate President Vicente Sotto III arrives at the Sofitel hotel in Pasay City to participate in the debates organized by the Comelec (📸 Lacson-Sotto Team) | @PaoloSRomero https://t.co/uJNzGWmAOE,LOOK: Vice presidential candidate Senate President Vicente Sotto III arrives at the Sofitel hotel in Pasay City to participate in the debates organized by the Comelec (📸 Lacson-Sotto Team) | @PaoloSRomero https://t.co/uJNzGWmAOE
985,985,2022-03-20 08:53:46+00:00,dwiz882,THREAD: #PiliPinasDebates2022 - Vice Presidential Debates. Vice Presidential Candidate Vicente Sotto III dumating na sa venue ng debate. | @NolascoAgustina (Patrol 11) https://t.co/bP2GErHy9B,Thread: #PhilippinesDebates2022 - Vice Presidential Debates.Vice Presidential Candidate Vicente Sotto III has arrived at the debate venue.|@Nolascoagustina (Patrol 11) https://t.co/bp2gerhy9B
986,986,2022-03-20 08:52:05+00:00,gmanews,"Vice presidential candidate Vicente Sotto III, dumating na sa venue para sa vice presidential debate ""The PiliPinas Debates 2022: The Turning Point” ng Comelec. #Eleksyon2022

Courtesy: Comelec/Twitter https://t.co/3BOYN4wcIw","Vice Presidential Candidate Vicente Sotto III, has arrived at the venue for Vice Presidential Debate ""The Philippines Debates 2022: The Turning Point"" of Comelec. #Election2022

Courtesy: Comelec/Twitter https://t.co/3Boyn4WCIW"
987,987,2022-03-20 08:41:13+00:00,dwiz882,JUST IN: Vice Presidential Candidate Vicente Sotto III dumating na sa venue ng debate. | via @NolascoAgustina (Patrol 11),JUST IN: Vice Presidential Candidate Vicente Sotto III has arrived at the debate venue.|via @Nolascoagustina (Patrol 11)
988,988,2022-03-20 08:39:54+00:00,newsdwight,"Senate President Vicente Sotto III arrives
- says won't raise the issue of Marcos family's estate deficiency taxes in debate later
- defends Lacson over controversy that he red-tagged Robredo supporters; says Lacson was just a ""messenger"" https://t.co/SywB15jzxn","Senate President Vicente Sotto III arrives
- says won't raise the issue of Marcos family's estate deficiency taxes in debate later
- defends Lacson over controversy that he red-tagged Robredo supporters; says Lacson was just a ""messenger"" https://t.co/SywB15jzxn"
989,989,2022-03-20 08:32:58+00:00,NolascoAgustina,JUST IN: Vice Presidential Candidate Vicente Sotto III dumating na sa venue ng debate. @dwiz882 https://t.co/P1TNDIH8Vy,JUST IN: Vice Presidential Candidate Vicente Sotto III has arrived at the debate venue.@dwiz882 https://t.co/p1tndih8vy
990,990,2022-03-19 13:31:07+00:00,helenvmadamba,"@docemdy @bonedoc @endocrine_witch oh sorry. not politics.

our hospital is called Vicente Sotto Memorial Medical Center (VSMMC) so Sotto for short #healthxph @officialvsmmc","@docemdy @bonedoc @endocrine_witch oh sorry. not politics.

our hospital is called Vicente Sotto Memorial Medical Center (VSMMC) so Sotto for short #healthxph @officialvsmmc"
991,991,2022-03-18 13:54:26+00:00,phvote,"Senators Imee Marcos and Vicente Sotto III claimed that it had been established from a closed-door meeting that Smartmatic's servers were compromised, but the election software provider vehemently denies this https://t.co/lPjEO2Vp2i","Senators Imee Marcos and Vicente Sotto III claimed that it had been established from a closed-door meeting that Smartmatic's servers were compromised, but the election software provider vehemently denies this https://t.co/lPjEO2Vp2i"
992,992,2022-03-18 11:37:16+00:00,efffgeee_teee,survived the first week of work 🥴🔥💪 #LabanRSW @ Vicente Sotto Memorial Medical Center https://t.co/pKUdWOIl9r,survived the first week of work 🥴🔥💪 #LabanRSW @ Vicente Sotto Memorial Medical Center https://t.co/pKUdWOIl9r
993,993,2022-03-17 23:40:51+00:00,inquirerdotnet,"Sen. Imee Marcos and Senate President Vicente Sotto III said a hackers’ group had obtained confidential election data, which was first reported early this year, from Smartmatic Inc., the service provider of the country’s automated election system. https://t.co/owlIg5cU3s","Sen. Imee Marcos and Senate President Vicente Sotto III said a hackers’ group had obtained confidential election data, which was first reported early this year, from Smartmatic Inc., the service provider of the country’s automated election system. https://t.co/owlIg5cU3s"
994,994,2022-03-17 23:40:03+00:00,MlaStandard,"Senate President Vicente Sotto III and Senator Imee Marcos on Thursday said there was a “breach” in the operations of Smartmatic, the tech firm supplying the automated election software for the country’s elections on May 9.
Read more👇
https://t.co/Pd2p0HuZ1R https://t.co/THqikaRfPL","Senate President Vicente Sotto III and Senator Imee Marcos on Thursday said there was a “breach” in the operations of Smartmatic, the tech firm supplying the automated election software for the country’s elections on May 9.
Read more👇
https://t.co/Pd2p0HuZ1R https://t.co/THqikaRfPL"
995,995,2022-03-17 15:04:56+00:00,inquirerdotnet,"While there is yet to be an indication that the Comelec system has been compromised, Senate President Vicente Sotto III called for another Senate hearing into possible security breaches that may affect the conduct of this year’s polls. #VotePH

READ: https://t.co/DNdToxvHSU https://t.co/mBJbAEjHsD","While there is yet to be an indication that the Comelec system has been compromised, Senate President Vicente Sotto III called for another Senate hearing into possible security breaches that may affect the conduct of this year’s polls. #VotePH

READ: https://t.co/DNdToxvHSU https://t.co/mBJbAEjHsD"
996,996,2022-03-17 14:30:59+00:00,smninews,@MJ__Mondejar @AdmarDZAR Senate President Vicente Sotto III on Comelec Hacking: Base sa imbestigasyon ang Smartmatic ang nagkaroon ng breach. https://t.co/dEuLNoFfn2,@Mj__mondejar @admardzar Senate President Vicente Sotto III on Comelec Hacking: Based on the investigation Smartmatic had a breach.https://t.co/deulnoffn2
997,997,2022-03-17 13:32:39+00:00,pochoy_29,"Legit Dabarkads na madaling lapitan at siguradong tutulungan ka 👍🏼❤️ @helenstito TITO SEN you are the one one one one… 😉❤️❤️❤️ 

The only one..

#9SottoForVP
#VICEnteSotto https://t.co/QXzQrgJmcL","Legit Dabarkads are approachable and surely help you 👍🏼❤️ @Alensstito Tito Sen You are the one one one… 😉❤️❤️❤️

The only one ..

#9SotToForVP
#Vicentesotto https://t.co/QXZQRGJMCL"
998,998,2022-03-17 13:14:40+00:00,News5PH,"""MINSAN MAKAKAKITA KA NG SURVEY NA KUNG SAAN-SAAN LANG GINAWA""

Naniniwala si Senate Pres. at vice presidential candidate Vicente Sotto III na posible pang magbago ang mga nangunguna sa survey ngayong papalapit na ang eleksyon. https://t.co/jzHnzCnETp","""Sometimes you'll find a survey that is just everywhere""

Senate Pres.and Vice Presidential Candidate Vicente Sotto III said the leader of the survey could change as the election approaches.https://t.co/jzhnzcnetp"
999,999,2022-03-17 13:09:41+00:00,phvote,"Senators Imee Marcos and Vicente Sotto III claimed that it had been established from a closed-door meeting that Smartmatic's servers were compromised, but the election software provider vehemently denies this https://t.co/bIVY0gw2zl","Senators Imee Marcos and Vicente Sotto III claimed that it had been established from a closed-door meeting that Smartmatic's servers were compromised, but the election software provider vehemently denies this https://t.co/bIVY0gw2zl"
1000,1000,2022-03-17 11:33:11+00:00,natty4bumpo,"Senators Imee Marcos and Vicente Sotto III claimed that it had been established from a closed-door meeting that Smartmatic's servers were compromised, but the election software provider vehemently denies this

https://t.co/Hs5CeOAnHM","Senators Imee Marcos and Vicente Sotto III claimed that it had been established from a closed-door meeting that Smartmatic's servers were compromised, but the election software provider vehemently denies this

https://t.co/Hs5CeOAnHM"
1001,1001,2022-03-17 11:26:43+00:00,inquirerdotnet,"While there is yet to be an indication that the Comelec system has been compromised, Senate President Vicente Sotto III called for another Senate hearing into possible security breaches that may affect the conduct of this year’s polls. | @CMRamosINQ https://t.co/U6WxvoNpDV","While there is yet to be an indication that the Comelec system has been compromised, Senate President Vicente Sotto III called for another Senate hearing into possible security breaches that may affect the conduct of this year’s polls. | @CMRamosINQ https://t.co/U6WxvoNpDV"
1002,1002,2022-03-17 10:12:34+00:00,halalan2k22,"The biggest loser of the latest surveys is Senate President Vicente Sotto III.

Sotto's slide can be blamed to Lacson's failing campaign.

He should try to campaign on his own if he intends to win.

#Halalan2022","The biggest loser of the latest surveys is Senate President Vicente Sotto III.

Sotto's slide can be blamed to Lacson's failing campaign.

He should try to campaign on his own if he intends to win.

#Halalan2022"
1003,1003,2022-03-17 09:16:37+00:00,PTVph,"KAPAPASOK NA BALITA: Senate President Vicente Sotto III, nais magkaroon ng imbestigasyon ang Senado sa umano’y ""security breach"" sa Comelec na may kinalaman sa paparating na #HatolNgBayan2022. | via Eunice Samonte

(1/2) https://t.co/iESdnKrSq4","Inserted News: Senate President Vicente Sotto III, the Senate wants an investigation into the ""security breach"" of Comelec in connection with the upcoming #Hatedbayan2022.|via Eunice Samonte

(1/2) https://t.co/iesDNKRSQ4"
