,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User,Tweet,translated,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
792,792,792,792,2022-04-01 03:00:02+00:00,onenewsph,Presidential candidate Sen. Manny Pacquiao tells #TheBigStory that his running mate Lito Atienza will only back out if Sen. Ping Lacson will also withdraw from the 2022 elections to give way for the Manny Pacquiao-Tito Sotto (Ma-So) tandem. #BilangPilipino2022 https://t.co/g1NrnyRmFC,Presidential candidate Sen. Manny Pacquiao tells #TheBigStory that his running mate Lito Atienza will only back out if Sen. Ping Lacson will also withdraw from the 2022 elections to give way for the Manny Pacquiao-Tito Sotto (Ma-So) tandem. #BilangPilipino2022 https://t.co/g1NrnyRmFC,0.0,0.0,1.0,0.0,Neutral,presidenti candid sen  manni pacquiao tell run mate lito atienza back sen  ping lacson also withdraw elect give way manni pacquiao tito sotto  ma so  tandem 
793,793,793,793,2022-04-01 02:50:16+00:00,bin_rajagobal,"Ma-So vs BBM-Sara?

Vice presidential bet Lito Atienza believes the Manny Pacquiao-Tito Sotto (Ma-So) pairing can compete with the frontrunner Bongbong Marcos-Sara Duterte tandem as he considers withdrawing from the May 9 elections. #BilangPilipino2022","Ma-So vs BBM-Sara?

Vice presidential bet Lito Atienza believes the Manny Pacquiao-Tito Sotto (Ma-So) pairing can compete with the frontrunner Bongbong Marcos-Sara Duterte tandem as he considers withdrawing from the May 9 elections. #BilangPilipino2022",0.0,0.0,1.0,0.0,Neutral,ma so vs bbm sara vic presidenti bet lito atienza believ manni pacquiao tito sotto  ma so  pair compet frontrunn bongbong marcos sara dutert tandem consid withdraw may elections 
794,794,794,794,2022-04-01 02:45:00+00:00,onenewsph,"Ma-So vs BBM-Sara?

Vice presidential bet Lito Atienza believes the Manny Pacquiao-Tito Sotto (Ma-So) pairing can compete with the frontrunner Bongbong Marcos-Sara Duterte tandem as he considers withdrawing from the May 9 elections. #BilangPilipino2022
https://t.co/ve15DgDVyu","Ma-So vs BBM-Sara?

Vice presidential bet Lito Atienza believes the Manny Pacquiao-Tito Sotto (Ma-So) pairing can compete with the frontrunner Bongbong Marcos-Sara Duterte tandem as he considers withdrawing from the May 9 elections. #BilangPilipino2022
https://t.co/ve15DgDVyu",0.0,0.0,1.0,0.0,Neutral,ma so vs bbm sara vic presidenti bet lito atienza believ manni pacquiao tito sotto  ma so  pair compet frontrunn bongbong marcos sara dutert tandem consid withdraw may elections     
795,795,795,795,2022-04-01 02:36:34+00:00,ayoitsmarkie,"Yesterday, we had a family meeting and the elderlies decided to have A Plurality-at-Large voting For president and vice president. starting today, i'll stōp campaigning for Leni-kiko tandem and will start tö campaign Bongbong Marcos and Tito Sotto until the eLection day, S https://t.co/Kv6sDwo6BK","Yesterday, we had a family meeting and the elderlies decided to have A Plurality-at-Large voting For president and vice president. starting today, i'll stōp campaigning for Leni-kiko tandem and will start tö campaign Bongbong Marcos and Tito Sotto until the eLection day, S https://t.co/Kv6sDwo6BK",0.0,0.0,1.0,0.0,Neutral,yesterday  famili meet elderli decid plurality at larg vote presid vice president  start today  i ll stp campaign leni kiko tandem start campaign bongbong marco tito sotto elect day 
796,796,796,796,2022-04-01 02:15:00+00:00,onenewsph,"Presidential candidate Sen. Manny Pacquiao discloses that Buhay party-list Rep. Lito Atienza is willing to give way so he could run with Senate President Tito Sotto as his new running mate to possibly “demolish” the BBM-Sara tandem. #BilangPilipino2022
https://t.co/cLbJH362dC","Presidential candidate Sen. Manny Pacquiao discloses that Buhay party-list Rep. Lito Atienza is willing to give way so he could run with Senate President Tito Sotto as his new running mate to possibly “demolish” the BBM-Sara tandem. #BilangPilipino2022
https://t.co/cLbJH362dC",0.0,0.0,1.0,0.0,Neutral,presidenti candid sen  manni pacquiao disclos buhay party list rep  lito atienza will give way could run senat presid tito sotto new run mate possibl demolish bbm sara tandem     
797,797,797,797,2022-04-01 01:05:31+00:00,attyndbcpa,@kikopangilinan @lenirobredo Tito Sotto ang gusto ng Kakampink ayaw ka nila WAHAHAHA,@kikopangilinan @lenirobredo Tito Sotto likes the team they don't want wahahaha,0.215,0.094,0.691,0.3773,Positive,tito sotto like team want wahahaha
798,798,798,798,2022-04-01 00:00:11+00:00,MlaStandard,"This would free up their running mates, Senator Manny Pacquiao and Senate President Vicente “Tito” Sotto III, to form a new tandem with a little over a month before the May 9 elections.
Tap for more:
https://t.co/STzIeCMU8t https://t.co/e03SmiIVpg","This would free up their running mates, Senator Manny Pacquiao and Senate President Vicente “Tito” Sotto III, to form a new tandem with a little over a month before the May 9 elections.
Tap for more:
https://t.co/STzIeCMU8t https://t.co/e03SmiIVpg",0.091,0.0,0.909,0.5106,Positive,would free run mates  senat manni pacquiao senat presid vicent tito sotto iii  form new tandem littl month may elections tap more 
799,799,799,799,2022-03-31 23:14:04+00:00,NBAInsiderSVAM,"@Akoganda12 @iampinglacson @Richeydarian Sinabi na ni Sen @iampinglacson yan sa isang radio interview.  Leni rejected yung idea na common candidate si Tito sotto tapos aatras na lang sa march ata kung sino walang pag asa manalo.  But ang gusto ni na Unification ay para sa kanya, for her to win.","@Akoganda12 @iampinglacson @ricyydarian Sen @iampinglacson said that in a radio interview.Leni rejected the idea that Tito Sotto was a common candidate and then retreated to March and who had no hope of winning.But what unification wants is for her, for her to win.",0.136,0.112,0.752,0.296,Positive,sen said radio interview leni reject idea tito sotto common candid retreat march hope winning but unif want her  win 
800,800,800,800,2022-03-31 22:46:12+00:00,NewsRmn,"Presidential candidate at Senador Ping Lacson, tiwalang hindi iiwanan ng kaniyang running mate na si SP Tito Sotto https://t.co/u5QhTyewUZ via @RMNNetworks","Presidential Candidate and Senator Ping Lacson, his running mate SP Tito Sotto will not leave https://t.co/U5Qhtyewuz via @rmnnetworks",0.063,0.0,0.937,0.0382,Neutral,presidenti candid senat ping lacson  run mate sp tito sotto leav via
801,801,801,801,2022-03-31 15:03:45+00:00,Aesyeo_Aeojeu,"@Anatan28 I can't argue about qualifications because that's somewhat subjective

Tito Sotto is also a qualified candidate, not just Kiko

And my point here: we're a democratic nation — don't force people who are willing to serve to back out and ""sacrifice"" for you","@Anatan28 I can't argue about qualifications because that's somewhat subjective

Tito Sotto is also a qualified candidate, not just Kiko

And my point here: we're a democratic nation — don't force people who are willing to serve to back out and ""sacrifice"" for you",0.05,0.0,0.95,0.2584,Positive,can t argu qualif that  somewhat subjectivetito sotto also qualifi candidate  kikoand point here  we r democrat nation forc peopl will serv back  sacrifice 
802,802,802,802,2022-03-31 14:35:51+00:00,APublicLifePH,"Presidential candidate Senator Panfilo Lacson has rejected a call for him to give way to the tandem of Senator Manny Pacquiao and Senate President Vicente “Tito” Sotto III, emphasizing that he will finish the race. #LacsonSotto

https://t.co/e4zJu8eHN7","Presidential candidate Senator Panfilo Lacson has rejected a call for him to give way to the tandem of Senator Manny Pacquiao and Senate President Vicente “Tito” Sotto III, emphasizing that he will finish the race. #LacsonSotto

https://t.co/e4zJu8eHN7",0.0,0.086,0.914,-0.5106,Negative,presidenti candid senat panfilo lacson reject call give way tandem senat manni pacquiao senat presid vicent tito sotto iii  emphas finish race     
803,803,803,803,2022-03-31 14:35:17+00:00,advocatesph,"Presidential candidate Senator Panfilo Lacson has rejected a call for him to give way to the tandem of Senator Manny Pacquiao and Senate President Vicente “Tito” Sotto III, emphasizing that he will finish the race. #LacsonSotto

https://t.co/sPwIkvHMUD","Presidential candidate Senator Panfilo Lacson has rejected a call for him to give way to the tandem of Senator Manny Pacquiao and Senate President Vicente “Tito” Sotto III, emphasizing that he will finish the race. #LacsonSotto

https://t.co/sPwIkvHMUD",0.0,0.086,0.914,-0.5106,Negative,presidenti candid senat panfilo lacson reject call give way tandem senat manni pacquiao senat presid vicent tito sotto iii  emphas finish race     
804,804,804,804,2022-03-31 14:03:22+00:00,NET25TV,"OPEN FOR BUSINESS Exclusives with Tito Sen!

Ano nga ba ang kaibahan ng Public Servant at Politician kay vice presidential candidate Tito Sotto?

Tunghayan ang one-on-one exclusive interview ni Caesar Vallejos kasama si Senate President Vicente ""Tito"" So… https://t.co/OtBYDl33W9 https://t.co/8XdVQ3fFDH","Open for business exclusives with Tito Sen!

What is the difference between the public servant and politician and Vice Presidential candidate Tito Sotto?

Watch Caesar Vallejos's one-on-one exclusive interview with Senate President Vicente ""Tito"" so… https://t.co/otbyDl33W9 https://t.co/8xDVQ3FFDH",0.047,0.0,0.953,0.2003,Positive,open busi exclus tito sen what differ public servant politician vice presidenti candid tito sotto watch caesar vallejos  one on on exclus interview senat presid vicent  tito 
805,805,805,805,2022-03-31 13:32:30+00:00,gmanews,"'Pag nangyari raw ito, maging siya aatras sa pagtakbo sa pagkabise presidente upang mabigyang daan ang tambalan nina Sen. Manny Pacquiao at Senate President Tito Sotto.","'When this happened, he would be back to running for the President to allow Sen's compound.Manny Pacquiao and Senate President Tito Sotto.",0.083,0.0,0.917,0.2263,Positive, when happened  would back run presid allow sen  compound manni pacquiao senat presid tito sotto 
806,806,806,806,2022-03-31 12:30:00+00:00,News5PH,"#FrontlinePilipinas | Pinag-iisipan ni vice presidential candidate Rep. Lito Atienza na mag-backout na bilang running mate ni Sen. Manny Pacquiao. Kung sakali, gusto aniyang maging bagong ka-tandem ni Pacquiao si Sen. Tito Sotto. #BilangPilipino2022 | via @mongualvez https://t.co/42UGOpiM62","#FrontlinePilipinas |Vice Presidential Candidate Rep.Lito Atienza is backing as Sen's running mate.Manny Pacquiao.Just in case, he wants Pacquiao to be a new tandem with Sen.Tito Sotto.#AsPilipino2022 |via @mongualvez https://t.co/42UGOPIM62",0.039,0.0,0.961,0.0258,Neutral, vice presidenti candid rep lito atienza back sen  run mate manni pacquiao just case  want pacquiao new tandem sen tito sotto   via
807,807,807,807,2022-03-31 11:40:47+00:00,MachoNacho12,@nuelleduterte Sen tito sotto!,@nuelleduterte Sen Tito below!,0.0,0.0,1.0,0.0,Neutral,sen tito below 
808,808,808,808,2022-03-31 11:40:07+00:00,pinilosopotasyo,"Omitting political colors, Kiko Pangilinan IS STILL WAY BETTER than S/ara Duterte and Tito Sotto combined. Not undermining barangay officials here but S/ara only behaves and acts like a barangay chairman. Sorry not sorry 🤷‍♂️","Omitting political colors, Kiko Pangilinan IS STILL WAY BETTER than S/ara Duterte and Tito Sotto combined. Not undermining barangay officials here but S/ara only behaves and acts like a barangay chairman. Sorry not sorry 🤷‍♂️",0.217,0.037,0.745,0.7188,Positive,omit polit colors  kiko pangilinan still way better s ara dutert tito sotto combined  undermin barangay offici s ara behav act like barangay chairman  sorri sorri
809,809,809,809,2022-03-31 10:51:58+00:00,verafiles,"@tsekph Final part includes three vice presidential bets, cardiologist Willie Ong, Sen. Francis “Kiko” Pangilinan, and Senate President Vicente “Tito” Sotto III.

Know more about the candidates here: https://t.co/50elhD1hsc https://t.co/GDuQNpS5lK","@tsekph Final part includes three vice presidential bets, cardiologist Willie Ong, Sen. Francis “Kiko” Pangilinan, and Senate President Vicente “Tito” Sotto III.

Know more about the candidates here: https://t.co/50elhD1hsc https://t.co/GDuQNpS5lK",0.0,0.0,1.0,0.0,Neutral,final part includ three vice presidenti bets  cardiologist willi ong  sen  franci kiko pangilinan  senat presid vicent tito sotto iii know candid here 
810,810,810,810,2022-03-31 09:26:18+00:00,Anatan28,@romelomanalo @MannyPacquiao @IskoMoreno @iampinglacson Kahit si Tito Sotto na lang ang mag withdraw.,@romelomanalo @mannypacquiao @iskomoreno @iampinglacson even though Tito Sotto is the only one withdrawn.,0.0,0.0,1.0,0.0,Neutral,even though tito sotto one withdrawn 
811,811,811,811,2022-03-31 07:25:10+00:00,philstarlife,"Atienza urged presidential candidate Ping Lacson to likewise back out, so that his running mate Tito Sotto can be with Pacquiao. #Elections2022

https://t.co/bsmwewWfzS","Atienza urged presidential candidate Ping Lacson to likewise back out, so that his running mate Tito Sotto can be with Pacquiao. #Elections2022

https://t.co/bsmwewWfzS",0.0,0.0,1.0,0.0,Neutral,atienza urg presidenti candid ping lacson likewis back out  run mate tito sotto pacquiao     
812,812,812,812,2022-03-31 07:14:53+00:00,rexfisher,@janelliiiiiii @anthonymalones Leni-Tito Sotto?,@janelliiiiiiii @anthonymalones Leni-Tito below?,0.0,0.0,1.0,0.0,Neutral,leni tito below 
813,813,813,813,2022-03-31 07:07:28+00:00,PhilstarNews,"‘I WILL FINISH THIS RACE AND I AM NOT BACKING OUT.’

This is what presidential candidate Sen. Ping Lacson said after vice presidential bet Rep. Lito Atienza called for them to drop out of the elections to form 'MaSo,' a would-be tandem of Sen. Manny Pacquiao and Sen. Tito Sotto. https://t.co/VakM8o3HES","‘I WILL FINISH THIS RACE AND I AM NOT BACKING OUT.’

This is what presidential candidate Sen. Ping Lacson said after vice presidential bet Rep. Lito Atienza called for them to drop out of the elections to form 'MaSo,' a would-be tandem of Sen. Manny Pacquiao and Sen. Tito Sotto. https://t.co/VakM8o3HES",0.0,0.073,0.927,-0.4052,Negative,finish race back out thi presidenti candid sen  ping lacson said vice presidenti bet rep  lito atienza call drop elect form  maso   would b tandem sen  manni pacquiao sen  tito sotto 
814,814,814,814,2022-03-31 06:24:06+00:00,asp_xan,"@PinoyAkoBlog As much as I want Kiko to win, someone should withdraw. It’s either him or Tito Sotto, dahil honestly hati talaga ang boto nila, and we don’t want SWOH to win.","@Pinoyakoblog as much as I want Kiko to win, someone should withdraw.It's either him or Tito Sotto, because their vote is honestly divided, and we don't want swoh to win.",0.355,0.0,0.645,0.9042,Positive,much want kiko win  someon withdraw it  either tito sotto  vote honestli divided  want swoh win 
815,815,815,815,2022-03-31 05:53:33+00:00,rapplerdotcom,Vice presidential bet Lito Atienza urges presidential candidate Ping Lacson to withdrew from the race to make way for a Manny Pacquiao-Tito Sotto tandem. #WeDecide #PHVote #PHVoteAtienza https://t.co/VHZemRo5CZ,Vice presidential bet Lito Atienza urges presidential candidate Ping Lacson to withdrew from the race to make way for a Manny Pacquiao-Tito Sotto tandem. #WeDecide #PHVote #PHVoteAtienza https://t.co/VHZemRo5CZ,0.0,0.0,1.0,0.0,Neutral,vice presidenti bet lito atienza urg presidenti candid ping lacson withdrew race make way manni pacquiao tito sotto tandem 
816,816,816,816,2022-03-31 05:51:22+00:00,Anatan28,"@JervisManahan @kikopangilinan @lenirobredo Dapat mag back out na si Tito Sotto. The best man for VP is Kiko, no other.","@Jervismanah @lenrobredo should be back out of the Tito Sotto.The best man for VP is kiko, no other.",0.188,0.098,0.714,0.4588,Positive,back tito sotto th best man vp kiko  other 
817,817,817,817,2022-03-31 05:48:03+00:00,newspatrol_ph,"PACQUIAO-SOTTO? Sinabi ni Senador at presidential candidate Manny Pacquiao na posible ang Pacquiao-Tito Sotto alliance. Ito ay kung magpasya ang running mate ni Pacquiao na si Dep. Speaker Lito Atienza na umatras sa kanyang kandidatura. #HatolNgBayan2022
https://t.co/2cm56oTzyh","Pacquiao-sotto?Senator at Presidential Manny Pacquiao said Pacquiao-Tito Sotto Alliance is possible.This one because because the running mate is passing by pacquiao si dep.Speaker Lito Atienza na back to the candidature.#atolngbayan2
https://t.co/2cm5otzyh",0.0,0.0,1.0,0.0,Neutral,pacquiao sotto sen presidenti manni pacquiao said pacquiao tito sotto allianc possible thi one run mate pass pacquiao si dep speak lito atienza na back candidature    
818,818,818,818,2022-03-31 05:45:50+00:00,News5PH,"Ayon kay Sen. Ping Lacson, insulto at kabastusan ang naging panawagan ni vice presidential candidate Lito Atienza na umatras siya sa presidential race para isulong ang tandem ng katunggaling si Sen. Manny Pacquiao at running mate na si Senate Pres. Tito Sotto. https://t.co/0FpkbUFRnP","According to Sen.Ping Lacson, Vice Presidential Candidate Lito Atienza's insult and vulgarity, called him back to the presidential race to advance the tandem of Sen's opponent.Manny Pacquiao and running mate Senate Pres.Tito Sotto.https://t.co/0FPKBUFRNP",0.0,0.093,0.907,-0.5106,Negative,accord sen p lacson  vice presidenti candid lito atienza  insult vulgarity  call back presidenti race advanc tandem sen  opponent manni pacquiao run mate senat pres tito sotto 
819,819,819,819,2022-03-31 05:26:40+00:00,CmcpRev,"Town Hall meeting with Senator and presidential candidate Ping Lacson in Kabasalan on Thursday, March 31. VP candidate Tito Sotto will also join.","Town Hall meeting with Senator and presidential candidate Ping Lacson in Kabasalan on Thursday, March 31. VP candidate Tito Sotto will also join.",0.091,0.0,0.909,0.296,Positive,town hall meet senat presidenti candid ping lacson kabasalan thursday  march vp candid tito sotto also join 
820,820,820,820,2022-03-31 04:50:37+00:00,strawberryvero1,Kung ako masusung gusto ko mag President sa pinsa Choice ko .a.Isko Moreno .B Manny Pacquiao .C Leni Robredo .D Tito  sotto,If I were to want to be president of my choice .a.isko moreno .b Manny Pacquiao .C Leni Robredo .D Tito Sotto,0.061,0.0,0.939,0.0772,Positive,want presid choic  a isko moreno  b manni pacquiao  c leni robredo  d tito sotto
821,821,821,821,2022-03-31 04:41:29+00:00,radyopilipinas1,"Sa ipinatawag na video conference, sinabi ni Cong. Lito Atienza na ieendorso niya si Senate President Tito Sotto bilang bagong ka-tandem ni presidential candidate Manny Pacquiao sakaling pinal na ang kanyang desisyon. | via @hajjikaamino21 
https://t.co/zB1mnV6Esc https://t.co/YzM2WqO0yF","At a video conference, Cong.Atienza, he will endorse Senate President Tito Sotto as the new tandem of presidential candidate Manny Pacquiao in the event of his decision.|via @hajjikaamino21
https://t.co/ZB1MNV6ESC https://t.co/yzm2WQO0YF",0.076,0.0,0.924,0.3182,Positive,video conference  cong atienza  endors senat presid tito sotto new tandem presidenti candid manni pacquiao event decision  via    
822,822,822,822,2022-03-31 04:26:40+00:00,News5PH,"""KABASTUSAN""

Ito aniya ang dating kay presidential candidate Sen. Ping Lacson ng panawagan ni vice presidential candidate Lito Atienza na i-atras nilang dalawa ang kanilang kandidatura para isulong ang 'MaSo' o tambalang Sen. Manny Pacquiao at Senate Pres. Tito Sotto. https://t.co/VwFCMIWBLa","“Vulgarity”

He said this was the former presidential candidate Sen.Ping Lacson of Vice Presidential Candidate Lito Atienza's call to withdraw their candidacy to advance 'MASO' or Sen's compound.Manny Pacquiao and Senate Pres.Tito Sotto.https://t.co/VWFCMIWBLA",0.0,0.0,1.0,0.0,Neutral,vulgarityh said former presidenti candid sen p lacson vice presidenti candid lito atienza  call withdraw candidaci advanc  maso  sen  compound manni pacquiao senat pres tito sotto 
823,823,823,823,2022-03-31 04:17:34+00:00,radyoinqonline,"Manny Pacquiao, bukas na gawin ‘adopted running mate’ si Tito Sotto https://t.co/HcrtFdxh4r","Manny Pacquiao, Tito Sotto is open to 'Adopted Running Mate' https://t.co/HCRTFDXH4R",0.0,0.0,1.0,0.0,Neutral,manni pacquiao  tito sotto open  adopt run mate 
824,824,824,824,2022-03-31 03:54:16+00:00,hombrepicante,@akosiDoraemonSG @PinoyAkoBlog Di ako siguro kung kaya ni Tito Sotto kasi hindi naman nag fly yung kampanya nila ni Ping. Yung surveys and ground rallies magkaiba ang sinasabi.,@akosidoraemonsg @pinoyakoblog I am not sure if Tito Sotto can do it because Ping's campaign didn't fly.The surveys and ground rallies say differently.,0.0,0.085,0.915,-0.2411,Negative,sure tito sotto ping  campaign fly th survey ground ralli say differently 
825,825,825,825,2022-03-31 03:49:52+00:00,akosiDoraemonSG,@PinoyAkoBlog kung ganun pala Sen Kiko. just support Tito Sotto since sya lang ang nakikita k n tatalo kay SWOH,@Pinoyakoblog if that's Sen Kiko.Just support Tito Sotto since he only sees the prayer of Swoh,0.153,0.0,0.847,0.4019,Positive,that  sen kiko just support tito sotto sinc see prayer swoh
826,826,826,826,2022-03-31 03:23:46+00:00,onenewsph,"@maeannelosbanos Atienza earlier said he is seriously considering withdrawing from the May 9 elections and urged Lacson's running mate, Senate President Tito Sotto, to tandem with Sen. Manny Pacquiao.","@maeannelosbanos Atienza earlier said he is seriously considering withdrawing from the May 9 elections and urged Lacson's running mate, Senate President Tito Sotto, to tandem with Sen. Manny Pacquiao.",0.0,0.059,0.941,-0.1779,Negative,atienza earlier said serious consid withdraw may elect urg lacson  run mate  senat presid tito sotto  tandem sen  manni pacquiao 
827,827,827,827,2022-03-31 02:52:17+00:00,PhilNews247,"#LitoAtienza #TitoSotto
Lito Atienza Says He’s Considering Backing Out To Support Tito Sotto https://t.co/sk4SNptbtj","#LitoAtienza #TitoSotto
Lito Atienza Says He’s Considering Backing Out To Support Tito Sotto https://t.co/sk4SNptbtj",0.241,0.0,0.759,0.4215,Positive,atienza say he consid back support tito sotto
828,828,828,828,2022-03-31 02:42:05+00:00,smninews,"Isinusulong ni Lito Atienza si SP Tito Sotto na maging katambal ng kanyang running mate na si presidential candidate Sen. Manny Pacquiao.
#SMNINewsChannel 
#SMNIElectionWatch2022 
https://t.co/hDmus8SKZJ","Lito Atienza promotes SP Tito Sotto to be the partner of his running mate presidential candidate Sen.Manny Pacquiao.
#Smninewschannel
#SMNIECTIONWATCH2022
https://t.co/hdmus8skzj",0.107,0.0,0.893,0.34,Positive,lito atienza promot sp tito sotto partner run mate presidenti candid sen manni pacquiao    
829,829,829,829,2022-03-31 02:33:37+00:00,cnnphilippines,"VP candidate Sen. President Tito Sotto on fellow VP bet Lito Atienza's condition before withdrawing from the race:  Sen. Ping and I have set our sights to May 9. Endorsements and help are most welcome. #TheFilipinoVotes | @GergCahiles 

https://t.co/ohzt9NipGr","VP candidate Sen. President Tito Sotto on fellow VP bet Lito Atienza's condition before withdrawing from the race:  Sen. Ping and I have set our sights to May 9. Endorsements and help are most welcome. #TheFilipinoVotes | @GergCahiles 

https://t.co/ohzt9NipGr",0.146,0.0,0.854,0.7178,Positive,vp candid sen  presid tito sotto fellow vp bet lito atienza  condit withdraw race  sen  ping set sight may endors help welcome 
830,830,830,830,2022-03-31 02:31:57+00:00,News5PH,"Ayon kay Atienza, seryoso niyang pinag-iisipan na i-atras ang kaniyang kandidatura para isulong ang tandem nina Pacquiao at kapwa kandidato sa pagkapangalawang pangulo na si Senate Pres. Tito Sotto. #BilangPilipino2022 | via Maeanne Los Baños","According to Atienza, he is seriously thinking of withdrawing his candidacy to advance Pacquiao's tandem and fellow presidential candidates Senate Pres.Tito Sotto.#AsPilipino2022 |via maeanne los baños",0.0,0.064,0.936,-0.1779,Negative,accord atienza  serious think withdraw candidaci advanc pacquiao  tandem fellow presidenti candid senat pres tito sotto   via maeann lo bao
831,831,831,831,2022-03-31 02:31:48+00:00,onenewsph,"Vice presidential bet Sen. Tito Sotto on Rep. Lito Atienza's statement urging him to tandem with his running mate Sen. Manny Pacquiao: ""Senator Ping and I have set our sights to May 9. Endorsements and help are most welcome."" #BilangPilipino2022 (via News5/@maeannelosbanos) https://t.co/fa15P2WWMU","Vice presidential bet Sen. Tito Sotto on Rep. Lito Atienza's statement urging him to tandem with his running mate Sen. Manny Pacquiao: ""Senator Ping and I have set our sights to May 9. Endorsements and help are most welcome."" #BilangPilipino2022 (via News5/@maeannelosbanos) https://t.co/fa15P2WWMU",0.062,0.0,0.938,0.4019,Positive,vice presidenti bet sen  tito sotto rep  lito atienza  statement urg tandem run mate sen  manni pacquiao   senat ping set sight may endors help welcome    via news   
832,832,832,832,2022-03-31 02:20:00+00:00,onenewsph,"Presidential bet Sen. Manny Pacquiao says his running mate Rep. Lito Atienza hasn’t decided on his candidacy but prefers Senate President Tito Sotto to be his replacement in case he quits before the May 9 elections. #BilangPilipino2022
https://t.co/eQed0abSuw","Presidential bet Sen. Manny Pacquiao says his running mate Rep. Lito Atienza hasn’t decided on his candidacy but prefers Senate President Tito Sotto to be his replacement in case he quits before the May 9 elections. #BilangPilipino2022
https://t.co/eQed0abSuw",0.0,0.0,1.0,0.0,Neutral,presidenti bet sen  manni pacquiao say run mate rep  lito atienza hasnt decid candidaci prefer senat presid tito sotto replac case quit may elections     
833,833,833,833,2022-03-31 02:18:26+00:00,cnc_tribunephl,"Running mates Panfilo ‘Ping’ Lacson (@iampinglacson) and Senate President Vicente ‘Tito’ Sotto III vowed to make gender equity a matter of policy should they win in the 9 May elections.

Read more: 
https://t.co/n4SjrNxfc7

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune","Running mates Panfilo ‘Ping’ Lacson (@iampinglacson) and Senate President Vicente ‘Tito’ Sotto III vowed to make gender equity a matter of policy should they win in the 9 May elections.

Read more: 
https://t.co/n4SjrNxfc7

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune",0.133,0.0,0.867,0.5994,Positive,run mate panfilo ping lacson senat presid vicent tito sotto iii vow make gender equiti matter polici win may elections read more 
834,834,834,834,2022-03-31 02:18:23+00:00,tribunephl,"Running mates Panfilo ‘Ping’ Lacson (@iampinglacson) and Senate President Vicente ‘Tito’ Sotto III vowed to make gender equity a matter of policy should they win in the 9 May elections.

Read more: 
https://t.co/b7q7DNPzOl

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune","Running mates Panfilo ‘Ping’ Lacson (@iampinglacson) and Senate President Vicente ‘Tito’ Sotto III vowed to make gender equity a matter of policy should they win in the 9 May elections.

Read more: 
https://t.co/b7q7DNPzOl

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune",0.133,0.0,0.867,0.5994,Positive,run mate panfilo ping lacson senat presid vicent tito sotto iii vow make gender equiti matter polici win may elections read more 
835,835,835,835,2022-03-31 01:06:43+00:00,onenewsph,House Deputy Speaker Lito Atienza says he is seriously considering backing out of the vice presidential race and pushing for Senate President Tito Sotto to tandem with his running mate and presidential bet Sen. Manny Pacquiao. #BilangPilipino2022 (via News5/@mongualvez) https://t.co/2p3gjNtNYr,House Deputy Speaker Lito Atienza says he is seriously considering backing out of the vice presidential race and pushing for Senate President Tito Sotto to tandem with his running mate and presidential bet Sen. Manny Pacquiao. #BilangPilipino2022 (via News5/@mongualvez) https://t.co/2p3gjNtNYr,0.027,0.042,0.931,-0.1531,Negative,hous deputi speaker lito atienza say serious consid back vice presidenti race push senat presid tito sotto tandem run mate presidenti bet sen  manni pacquiao   via news   
836,836,836,836,2022-03-31 01:05:47+00:00,reyaika,"Atienza says he has YET to back out from the race, and this decision depends on whether Senator Manny Pacquiao and SP Tito Sotto would team up.","Atienza says he has YET to back out from the race, and this decision depends on whether Senator Manny Pacquiao and SP Tito Sotto would team up.",0.0,0.0,1.0,0.0,Neutral,atienza say yet back race  decis depend whether senat manni pacquiao sp tito sotto would team up 
837,837,837,837,2022-03-31 00:58:02+00:00,mongualvez,"Vice Presidential candidate Lito Atienza says he is seriously considering backing out of and pushing for Senator Tito Sotto to tandem with Sen. @MannyPacquiao. However, he is also calling for Sen. Ping Lacson to withdraw from the presidential race. 

@News5PH @onenewsph https://t.co/k6qjgbGP5N","Vice Presidential candidate Lito Atienza says he is seriously considering backing out of and pushing for Senator Tito Sotto to tandem with Sen. @MannyPacquiao. However, he is also calling for Sen. Ping Lacson to withdraw from the presidential race. 

@News5PH @onenewsph https://t.co/k6qjgbGP5N",0.026,0.04,0.935,-0.1531,Negative,vice presidenti candid lito atienza say serious consid back push senat tito sotto tandem sen  however  also call sen  ping lacson withdraw presidenti race 
838,838,838,838,2022-03-31 00:40:48+00:00,starvetheTROLL,"@Crusher_1123 #LeniKikoAllTheWay nay Fulcie. Dpt ung preho mlinis track record. C tito sotto sbit din yn s napoles, c ping mismo ngltag ng mga taong involved dun. c swoh, nku mdmi anomalya yn. Icpin n lng mga ghost employees nya, may ymn p n di maipliwnag san gling","@Crusher_1123 #LenikikikoallTheway nay fulcie.Dpt ung preho mlinis track record.C tito sotto also yn s napoles, c ping itself to the people involved.c swoh, nku mdmi anomaly yn.Icpin n lng ghost employees nya, may ymn p n not maplawnag san gling",0.0,0.063,0.937,-0.3182,Negative,nay fulcie dpt ung preho mlini track record c tito sotto also yn napoles  c ping peopl involved c swoh  nku mdmi anomali yn icpin n lng ghost employe nya  may ymn p n maplawnag san gling
