,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
5569,@Zonkhei @couzmot23 @gmanews @mannypacquiao huy bobong creature.Don't you understand the instruction?You don't really have a brain.HAHAHAHA,0.0,0.0,1.0,0.0,Neutral
5570,"@Zonkhei @couzmot23 @gmanews @mannypacquiao so you are saying that you have a script.You're a troll.Wouldn't you thank me for having money again?But, even if you're not as grateful as Marcos, you are still welcome.",0.082,0.125,0.793,-0.1506,Negative
5571,"@Zonkhei @couzmot23 @gmanews @mannypacquiao I don't like a dirty, stupid, impotent and brain like you.I will allow you to lick my pinkish nipples when you put your brains full of air, dust and rust.",0.18,0.16,0.66,0.193,Positive
5572,@Zonkhei @couzmot23 @gmanews @mannypacquiao do your research and send me your reference.:),0.0,0.0,1.0,0.0,Neutral
5573,"How Erik Morales defeated Manny Pacquiao |#Boxing on March 2005, Erik Morales met with Filipino Manny Pacquiao.It was a great fight of two great boxers.This was https://t.co/FiftRuqeh #ErikMorales",0.222,0.154,0.623,0.5423,Positive
5574,"Christine Ann O'Malley
Manny Pacquiao

😍

JESUS MONTANARI HE BETTER HANDLE HIS PEACE WITH PAINE TILLER
Christine knew it
🤣
Crystal is his twinflame
Paine Tiller Loves Doreen Virtue
#Fact

They Jesus and Paine both Libra 🤣

Julius Caesar
Forget Pia 🤣is the Karma #fact",0.27,0.036,0.695,0.9255,Positive
5575,"@Zonkhei @couzmot23 @gmanews @mannypacquiao you are smart, why don't you research?You're nauseous.Shame on your alma mater.",0.153,0.0,0.847,0.4019,Positive
5576,"@Zonkhei @couzmot23 @gmanews @mannypacquiao cyst, you use a dictionary and you searched the word public servant.Search what role they have in life so you don't look like a brain here.",0.0,0.072,0.928,-0.2755,Negative
5577,"@Zonkhei @couzmot23 @gmanews @mannypacquiao don't feel sorry for me because I can survive and manage my finances.Have mercy on yourself to be educated, fed up to grow but you have learned nothing.Have mercy on your parents and the community around you because they raised a useless like you.",0.173,0.068,0.758,0.5663,Positive
5578,@Mang_inasar @mannypacquiao https://t.co/zalrcnz0hx,0.0,0.0,1.0,0.0,Neutral
5579,"Kentucky Derby Picks and Manny Pacquiao vs Sugar Shane Mosley

https://t.co/voaxkNAXDB",0.0,0.0,1.0,0.0,Neutral
5580,"""No sé qué hubiera pasada si esa pelea se acaba en el primer round""

Juan Manuel Márquez Agradece Que Aquella Primera Pelea Con Manny Pacquiao Pasara Como Pasó, Porque Abrió la Puerta a first rivality legendaria.https://t.co/8LRPB86WFO",0.0,0.061,0.939,-0.296,Negative
5581,Tiring to work.I wish I could get the lottery jackpot.I swear will be Manny Pacquiao the second.😇 #Magunangin,0.143,0.063,0.794,0.3612,Positive
5582,"#SONSHIENNewsBlast: @mannypacquiao, more believed in internal survey than @pulseasia

https://t.co/B53Cozhn4o",0.0,0.0,1.0,0.0,Neutral
5583,"@Mang_inasar @mannypacquiao maneh, don't waste the effort and swallow the pride.Let's go to the honest government, all life!👍🏻🤗😊",0.27,0.0,0.73,0.7117,Positive
5584,"@Mang_inasar @mannypacquiao thank you for the citizen of gensan.We proud of you.Lots of onions oh.Onion p more
#GOBYERNongPapat Life",0.259,0.0,0.741,0.6808,Positive
5585,Extremely rare site poster in my #boxing collection that hung in Mandalay Bay lobby during fight week for great 2nd fight of historic Manny Pacquiao-Juan Manuel Marquez 4-fight series.Pacquiao won split dec to claim 130 title in fight i covered at ringside - 14 years ago today.https://t.co/z1yxj5ylic,0.16,0.14,0.7,0.2732,Positive
5586,@trboxing @mannypacquiao marquez de los pocos boxeadores que le hicieron batallar al pacman,0.0,0.0,1.0,0.0,Neutral
5587,@lauceston @ladebackk @saintlion someone like Manny Pacquiao?,0.294,0.0,0.706,0.3612,Positive
5588,@igwejimmiri @adamspurs91 @everythingboxi2 yeah everyone I know bout that Manny Pacquiao fight because it was on PBC and Ugas was the a side.It was a classic PPV!,0.081,0.107,0.812,-0.1759,Negative
5589,"Manny Pacquiao Jr.Reacts to debut win, wants to be busier, better https://t.co/d2newucvv3 https://t.co/awydf2xnxy",0.379,0.0,0.621,0.7717,Positive
5590,Damn Manny Pacquiao did not go to lowes to play 🤣🤣,0.17,0.191,0.638,-0.0772,Negative
5591,"@adamspurs91 @Airforcerick @everythingboxi2 This is spence's 4th PPV event, and it's happening in a title unification, against a champion who just put out Manny Pacquiao, on the clearly best PPV platform in the sport currently, after the first two PPV events both both Drew -DrewOver well over 300k PPV BUYS, 🤷🏾‍♂️",0.223,0.0,0.777,0.9169,Positive
5592,"Saul Canelo Alvarez in #Boxing Interview - ""Manny Pacquiao is a 'B-' Fighter"" @shosports: https://t.co/4th7up7Wyt @hboboxing",0.11,0.0,0.89,0.1531,Positive
5593,@trboxing @mannypacquiao @asb_93_,0.0,0.0,1.0,0.0,Neutral
5594,@Mang_inasar @mannypacquiao Rivermaya's serious concert.Hahaha.Di nu kmi maloloko from d2 kmi.Di won c leni d2.,0.218,0.076,0.706,0.5267,Positive
5595,@brown_chichi3 @mang_inasar @mannypacquiao ako.Especially when talking about c leni?Leaving people immediately.The concert we went to jan kc.That's true.,0.149,0.0,0.851,0.4215,Positive
5596,@Marquee0902 @mang_inasar @mannypacquiao no baguo.Time shot that watching concerts people don't have Leni.Patawa.That's not the storm.Just mist.Patawa.,0.0,0.121,0.879,-0.296,Negative
5597,@Mang_inasar @mannypacquiao lol nanjan kmi .. don't fool yourself.Just watching a concert.Most jan is watching.It just looks like PJNK because of the lights.You don't know how to be D2 kmi and we know people's pulse d2.Never win c len2 here.Haha,0.253,0.0,0.747,0.8887,Positive
5598,"@kikopangilinan @reginevalcasid what can @mannypacquiao say here gensan what is so bad ,, gensan is hungry and oh my but guess hahahaha the fake fake really picture smells ..bang different",0.0,0.29,0.71,-0.901,Negative
5599,Gracias @jmmarquezof @mannypacquiao,0.0,0.0,1.0,0.0,Neutral
5600,@mydramarants @gmanews @iampinglacson @iskomoreno @mannypacquiao haha coming from someone that the candidate does not comment on 5-0-0 at his rally,0.136,0.0,0.864,0.4588,Positive
5601,"@Livdunham83 @rda47338427 @iampinglacson @leodymangupering @iskomoreno @mannypacquiao @barrygutierrez3 @constantkc Senate President Sotto will investigate this.So he returned to Manila.

Noodle news is a bit of a news.",0.0,0.0,1.0,0.0,Neutral
5602,"@Deusxmachina14 @sejoalzir
Former Governor Migz Duminguez of Sarangani endorsed Leni Robredo.He officially endorsed Leni last night at the People's Rally in GenSan.Manny Pacquiao's local ally.😊",0.148,0.0,0.852,0.4588,Positive
5603,"Hijo de manny pacquiao debut como boxeador
""",0.0,0.0,1.0,0.0,Neutral
5604,@alucardi1 @fedetberti @pmbruera manny pacquiao?Ése no es cantante?Boxeador?,0.0,0.281,0.719,-0.4098,Negative
5605,@trboxing @mannypacquiao marquez won,0.552,0.0,0.448,0.5719,Positive
5606,@bluevill si manny pacquiao yata yan ... :),0.3,0.0,0.7,0.4588,Positive
5607,In #boxing you never know who you're going to face in ring.- Manny Pacquiao,0.0,0.0,1.0,0.0,Neutral
5608,@Mang_inasar @mannypacquiao laughed nmn aqo dto 😂😂✌️👊❤️💚 https://t.co/0yaaufvjsp,0.3,0.0,0.7,0.4588,Positive
5609,@Stevekim323 Not at all Manny Pacquiao proves that not true and now a great living legend.,0.211,0.12,0.669,0.4153,Positive
5610,@trboxing @mannypacquiao manny… what a boxer's boxer,0.0,0.0,1.0,0.0,Neutral
5611,@trboxing @mannypacquiao warriors,0.0,0.0,1.0,0.0,Neutral
5612,@Aytbet @trboxing @mannypacquiao damn it !!,0.0,0.396,0.604,-0.508,Negative
5613,@unclenandough @trboxing @mannypacquiao I'll @you.,0.0,0.0,1.0,0.0,Neutral
5614,'I'm so proud of you' - Filipino Boxing Legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/B99PYK0KJR,0.294,0.0,0.706,0.796,Positive
5615,"@trboxing @mannypacquiao marquez won, don’t @me",0.425,0.0,0.575,0.5719,Positive
5616,'I'm so proud of you' - Filipino Boxing Legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/6oohqDPFGB,0.294,0.0,0.706,0.796,Positive
5617,'I'm so proud of you' - Filipino Boxing Legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/HzJNCkeizs,0.294,0.0,0.706,0.796,Positive
5618,'I'm so proud of you' - Filipino Boxing Legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/VXD4V52Dky,0.294,0.0,0.706,0.796,Positive
5619,'I'm so proud of you' - Filipino Boxing Legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/E6Cyilk7Ju,0.294,0.0,0.706,0.796,Positive
5620,'I'm so proud of you' - Filipino Boxing Legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/shphpfrcys,0.294,0.0,0.706,0.796,Positive
5621,'I'm so proud of you' - Filipino boxing legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/Efpitrxpwn,0.294,0.0,0.706,0.796,Positive
5622,"#Otd in 2008, @mannypacquiao won via SD in the rematch against Juan Manuel Marquez 💪 https://t.co/uftdasamd2",0.209,0.0,0.791,0.5719,Positive
5623,Hijo de manny pacquiao debut como boxeador https://t.co/x4cakhmfkq vía @agencia_vn #lealesalarevolución,0.0,0.0,1.0,0.0,Neutral
5624,@Mang_inasar @mannypacquiao mind more mane,0.0,0.0,1.0,0.0,Neutral
5625,"@dzrhnews @mannypacquiao @leth_narciso is my strength of manny's lime, it seems like there is a boost, ok cge 54 days you are free, you will spend your money on you !!!!You're good, don't be too proud for you to fall !!!!Go!",0.336,0.048,0.617,0.9373,Positive
5626,Así reaccionó manny pacquiao al primer triunfo de su hijo manny jr como boxeador amateur.https://t.co/U1pxenxaum,0.0,0.0,1.0,0.0,Neutral
5627,"@kulture_baby @mannypacquiao @culture_baby2 @degen0xbdc

@Kninovax
@Gilleshouessou
@Jamessosou2
@Maxmerry18",0.0,0.0,1.0,0.0,Neutral
5628,Hey senator @mannypacquiao I heard Brady is coming back!Can we expect you to return also and challenge for the 140 undisputed title?👀 #LastDance #Goat #undisputed,0.065,0.0,0.935,0.1511,Positive
5629,@Theaewmark Miguel Cotto and Manny Pacquiao are both younger than Floyd https://t.co/EatfkCvekw,0.0,0.0,1.0,0.0,Neutral
5630,'I'm so proud of you' - Filipino boxing legend Manny Pacquiao overjoyed with his son's victory in amateur debut,0.307,0.0,0.693,0.796,Positive
5631,'I'm so proud of you' - Filipino boxing legend Manny Pacquiao overjoyed with his son's victory in amateur debut,0.307,0.0,0.693,0.796,Positive
5632,'I'm so proud of you' - Filipino boxing legend Manny Pacquiao overjoyed with his son's victory in amateur debut,0.307,0.0,0.693,0.796,Positive
5633,"@Pinoyakoblog is the drone shot s the sorties nina nina
@Iskomoreno
@Manny Pacquiao
@iampinglacson?
Why don't I find out that their media bureau is released?Is it embarrassing?",0.0,0.116,0.884,-0.4836,Negative
5634,"Hijo de manny pacquiao debut como boxeador.🥊
https://t.co/igep6fyytd https://t.co/t0vtdkbiip",0.0,0.0,1.0,0.0,Neutral
5635,@Mang_inasar @mannypacquiao super volume 😭😭😭,0.494,0.0,0.506,0.5994,Positive
5636,@Mang_inasar @mannypacquiao https://t.co/jet8ju0fkf,0.0,0.0,1.0,0.0,Neutral
5637,De Tal Palo Tal Astilla: Hijo de Manny Pacquiao Debuta en el boxeo amateur https://t.co/jc53gcu3vs https://t.co/z4wynpzray,0.0,0.0,1.0,0.0,Neutral
5638,"@Mang_inasar @mannypacquiao With so much onion, the opponent is crying.🥺🥺🥺",0.0,0.0,1.0,0.0,Neutral
5639,'I'm so proud of you' - Filipino Boxing Legend Manny Pacquiao overjoyed with his son's victory in amateur debut https://t.co/GZBLDRBOCF,0.294,0.0,0.706,0.796,Positive
5640,"@Rda47338427 no comment on the issue they @iampinglacson @leodymaging @iskomoreno @mannypacquiao
here?The Comelec did not follow then intense audti should also have a memory card ..
Whats Next Po @BarryGutierrez3 Hope to ask SC to act on this heinous act of Comelec @constantkc",0.061,0.147,0.793,-0.4805,Negative
5641,@Ianesguerra @leodymanguper @iampinglacson @lenirobredo @mannypacquiao @iskomoreno @iagorgph @intalert_ph @senkokopimentel @gutocsamira @teddybaguilatjr @waldenbello Kakaloga lots of fake news.,0.0,0.162,0.838,-0.4767,Negative
5642,"@Uribexacur @lukieboxing @monteroonboxing by this logic, Rustico Torrecampo is a better fighter than Manny Pacquiao.",0.273,0.0,0.727,0.5423,Positive
5643,@Mang_inasar @mannypacquiao you are very much leaning against photoshop.😂,0.0,0.0,1.0,0.0,Neutral
5644,"Sen Manny Pacquiao Responds to Encouraging Testimonies

https://t.co/rhnrvaruup via @youtube",0.274,0.0,0.726,0.5267,Positive
5645,"#Boxeo |¿Nueva Legenda?

Hijo de manny pacquiao debut en el boxeo con la intención de emular a la leyenda filipina.

🥊https: //t.co/xkvna6tljk https://t.co/acbhpflill",0.0,0.0,1.0,0.0,Neutral
5646,@kulture_baby @mannypacquiao @kukulure_baby2 @raritysnipernft @vimyndr @now168_ @topcouchpotato @festivus6 @,0.0,0.0,1.0,0.0,Neutral
5647,"Hijo de manny pacquiao debut como boxeador

Más detalles 👇
https://t.co/F1PWKNRYEC

#Lealesalarevolucion https://t.co/zuv9jvg0be",0.0,0.0,1.0,0.0,Neutral
5648,@Mang_inasar @mannypacquiao https://t.co/d05jrkbbag,0.0,0.0,1.0,0.0,Neutral
5649,"@gmanews any comment, sirs?@iampinglacson @iskomoreno @mannypacquiao

You're all running for the highest office so I believe this should concern you too.Unless ..",0.0,0.0,1.0,0.0,Neutral
5650,@Sylicongaako @mannypacquiao you listen to mommy D. support you n lng ke vplr.,0.197,0.0,0.803,0.4019,Positive
5651,@SonnymMoreno even Manny Pacquiao can't draw this much crowd in his own turf.,0.0,0.0,1.0,0.0,Neutral
5652,"🥊 Hijo de Manny Pacquiao Debuta Como Boxeador.

#Lealesalarevolucion
 https://t.co/7ifadopa5D",0.0,0.0,1.0,0.0,Neutral
5653,"Wrong move by the VP.Now, Drilon is asking the other candidates to consider withdrawing from the Pres.Race in favor of Leni.How ironic.#Election2022
#Elections2022 #Letlenilead2022 #pingLACSON #iskomoreno #mannyPacquiao https://t.co/VKBK660CZK",0.085,0.097,0.818,-0.1027,Negative
5654,@Simputngunggong @trillanessonny @kikopangilinan @iampinglacson @mannypacquiao @dickgordondg @vicentesottoiii Sonny Trillanes' senator.,0.0,0.0,1.0,0.0,Neutral
5655,"#Undíacomohoy @mannypacquiao conquistaba su cuarto título en una categoría diiferente ... #video #highlights

https://t.co/9erc8y0ky4",0.0,0.0,1.0,0.0,Neutral
5656,"🗓🥊 Hey Recordamos La Pelea del Año 2008 Entre Juan Manuel Márquez y Manny Pacquiao 2 Con Polémico Triunfo for El Filipino.

¿Qué Detalles Recuerdas de Esta épica Batalla?👀 #mannypacquiao #JuanManuelMarquez #boxing https://t.co/r3kwjengri",0.0,0.0,1.0,0.0,Neutral
5657,"Mad respect for Ka Leody for doing his best in his sorties with his partymates, and Manny Pacquiao for not spreading malicious claims against his opponents.

the others?Just don't talk 🤧",0.195,0.085,0.72,0.6249,Positive
5658,@trboxing @edgarberlangajr I will bring Manny Pacquiao.,0.0,0.0,1.0,0.0,Neutral
5659,"El Hijo de Manny Pacquiao Continúa El Legado: Las Imágenes de la Primera Victoria de Emmanuel, El Heredero Al Throne de “Pac-Man” https://t.co/Iekxa4Lhec",0.0,0.0,1.0,0.0,Neutral
5660,@Mang_inasar @mannypacquiao may compute my land area again.Haay!,0.0,0.0,1.0,0.0,Neutral
5661,Like when Manny Pacquiao had an easy night,0.474,0.0,0.526,0.6597,Positive
5662,"The son of the legendary
@Manny Pacquiao
, Manny Pacquiao Jr., won his amateur debut in San Diego on Saturday at 140 pounds by three-round decision",0.134,0.0,0.866,0.5719,Positive
5663,"Emmanuel Pacquiao Hijo de la súper Estrella Del Boxeo, Manny Pacquiao, Debutó El Pasado Fin de Week Como Boxeador Amateur Con Victoria.

#Lealesalarevolucion
#DePortes
https://t.co/jemq6rcua7 https://t.co/pptLTQ4F32",0.0,0.0,1.0,0.0,Neutral
5664,Sen appealed again.Manny Pacquiao told President Rodrigo Duterte to call a special session to resolve the ongoing kick of petroleum products.#Election2022 https://t.co/VBNEAEWZ87,0.218,0.0,0.782,0.6486,Positive
5665,".
@Manny Pacquiao
, who literally fought his way out of poverty through boxing, remains confident he will get support of voters from classes d and e: let's remember who D, e class is the winner.|
@xianneangel",0.146,0.138,0.716,0.0772,Positive
5666,"'More beautiful on-the-spot'

Presidential candidate Sen.Manny Pacquiao urged Comelec to reconsider providing spontaneous questions during debates as a way to measure the character of the candidates.

Read: https://t.co/l07ne9lzkv",0.139,0.0,0.861,0.6361,Positive
5667,"15 Mars 2008: Manny Pacquiao Affronte Pour La Deuxième Fois Sur Quatre Son Néméssis, Juan Manuel Marquez.Il y'a toujours un/o4aye4hgwy",0.0,0.0,1.0,0.0,Neutral
5668,"Manny Pacquiao is not convinced of the results of the survey: ""They did not ask the poor"" https://t.co/crjtyanqy9",0.123,0.108,0.769,0.0762,Positive
5669,"Manny Pacquiao Jr.Reacts to debut win, wants to be busier, better https://t.co/d2newukv3v #boxing https://t.co/d9phMiymml",0.358,0.0,0.642,0.7717,Positive
5670,Viral Sports Funny Boxing Floyd Mayweather USA vs Manny Pacquiao Philipp ... https://t.co/RSLPPE214I via @youtube,0.172,0.0,0.828,0.4404,Positive
5671,Hijo de manny pacquiao debut como boxeador https://t.co/lq4xciuzqe,0.0,0.0,1.0,0.0,Neutral
5672,@daddj01 @abscbnnews @adrianayalin @mannypacquiao lol.It's normal to spend money for 'legal' campaign purposes prior to election time.,0.0,0.0,1.0,0.0,Neutral
5673,"@Zonkhei @couzmot23 @gmanews @mannypacquiao oh, you are inherited by bad governance camps-red-tagging.You are plagues for the Filipino people.",0.0,0.171,0.829,-0.5423,Negative
5674,"@Zonkhei @couzmot23 @gmanews @mannypacquiao aba, you just have to vomit.Don't you have a vinegar for the Marcoses?Because if not, what kind of stomach do you have?",0.0,0.0,1.0,0.0,Neutral
5675,"@Zonkhei @couzmot23 @gmanews @mannypacquiao If only I knew Marcos had just stolen that tax, I wish I had just given you cash personally but I knew something was up and helped me.So don't you dare to speak to me like I don't have a contribution.What's yours?(2/2)",0.115,0.048,0.837,0.4588,Positive
5676,"@Tomidnl I see that DOU meME Hyunjin is not going to see my camera in my Tik Tok it was like ""Manny Pacquiao when his children come out"" or SMTH 😭😭",0.079,0.0,0.921,0.3612,Positive
5677,"@Zonkhei @couzmot23 @gmanews @mannypacquiao oh, fyi, I can live, and feed your family and two neighbors with 5-6 people in the tax that took me to wages.Then will you tell me not to be overwhelmed?(1/2)",0.052,0.0,0.948,0.2023,Positive
5678,"Boxe.Manny Pacquiao Jr Réussit Ses Débuts En Amateur, Six Mois Après La Retraite de Son Père
https://t.co/FXRVH6I6CX
SOURCE: OUEST FRANCE #123INFO",0.0,0.0,1.0,0.0,Neutral
5679,"Boxe.Manny Pacquiao JR Réussit Ses Débuts En Amateur, Six Mois Après La Retraite de Son Père https://t.co/I5ABWFK9SP",0.0,0.0,1.0,0.0,Neutral
5680,"@RomeOONDONA ""The worst in our country is the vote of a thief!""- Manny Pacquiao

 https://t.co/QW8revyghf",0.0,0.253,0.747,-0.6588,Negative
5681,@michaelfajatin Manny Pacquiao he can shower even underground but #letlenilead2022,0.0,0.0,1.0,0.0,Neutral
5682,@daddj01 @abscbnnews @adrianayalin @mannypacquiao money talks.Money works?!Lol,0.0,0.0,1.0,0.0,Neutral
5683,"@Mannypacquiao Ronel Ayodtod
Gcash #: 09552597198
Just buy grandma's medicine.🙏🙏🙏",0.0,0.0,1.0,0.0,Neutral
5684,"Look @mannypacquiao
Gensan Prefers Leni than Pacman.

Noted.",0.0,0.0,1.0,0.0,Neutral
5685,"Sen has no public engagement.Manny Pacquiao today but in a press release, he called for an immediate special session in the Senate to meet the rising prices of petroleum products.|Mar.15, 2022 https://t.co/UDOKFMRYVT",0.104,0.047,0.849,0.4497,Positive
5686,"GenSan is presidential candidate and Sen.Manny Pacquiao's Bailiwick.VP Leni Lose to BBM during the 2016 elections with a large gap, but look at the crowddddd !!!The camps did not move!🌷🌷🌷
#Gensanispink",0.0,0.094,0.906,-0.4621,Negative
5687,"@Mang_inasar @altabscbn @mannypacquiao thank you Senator Manny Pacquiao,",0.263,0.0,0.737,0.3612,Positive
5688,@cnnphilippines @anjocimalo manny pacquiao be like: 👁💧👄💧👁,0.294,0.0,0.706,0.3612,Positive
5689,@Mang_inasar @mannypacquiao grabeee.That's ahi ahh,0.0,0.0,1.0,0.0,Neutral
5690,"Manny Pacquiao's Son Continues The Legacy: The Images of the First Victory of Emmanuel, the heir to the throne of “Pac-Man” https://t.co/ht8yyzkeaj",0.0,0.0,1.0,0.0,Neutral
5691,Hope @mannypacquiao will not be free like @iampinglacson and @boyingremulla31 at the Cavite rally by VP Leni.,0.134,0.222,0.645,-0.2292,Negative
5692,"El hijo de manny pacquiao quería seguir los pasos de su padre but el pacman no estaba muy content con su decisión 🥊

https://t.co/ytbukmipth",0.0,0.113,0.887,-0.4215,Negative
5693,"@Putinelon @canelo @mannypacquiao hey!I have a proposal for you, send me dm",0.0,0.0,1.0,0.0,Neutral
5694,"There's a certain familiarity to the singer's accent in this version of the song, the way I feel that he is also a manny pacquiao haha",0.195,0.0,0.805,0.6249,Positive
5695,@daddj01 @abscbnnews @adrianayalin @mannypacquiao girl wins.🌷 https://t.co/YC1NWFCL6J,0.0,0.0,1.0,0.0,Neutral
5696,@Mang_inasar @mannypacquiao who will video rally in GenSan?,0.0,0.0,1.0,0.0,Neutral
5697,"#Boxeo |El primer hijo de manny pacquiao debutó este fin de SEMANA en El Boxeo Amateur.

https://t.co/mqwazoigfy",0.0,0.0,1.0,0.0,Neutral
5698,"@Bob_jpegs @tinyplanets_ done!
@mjlbangkok
@ShenoBie
@Manny Pacquiao",0.0,0.0,1.0,0.0,Neutral
5699,@eydipi28 rip manny pacquiao’s ambition,0.0,0.0,1.0,0.0,Neutral
5700,@daddj01 @abscbnnews @adrianayalin @mannypacquiao differently radical love.🌷,0.0,0.0,1.0,0.0,Neutral
5701,"With experience in #boxing, you learn how to be a scientific #boxer and how to fight easy.- Manny Pacquiao",0.0,0.133,0.867,-0.3818,Negative
5702,"Calling the attention of ......
@Trillanessonny
@kikopangilinan
@iampinglacson
@Manny Pacquiao
@Dickgordondg
@Vicentesottoiii
Etc ......
I/I will be asking for a Filipino, you will have the time to remove the excise tax on the fuel first.Have mercy on you man too kmi",0.06,0.0,0.94,0.3612,Positive
5703,"@Tonispeakeasy hi, no po, Manny Pacquiao din.",0.0,0.537,0.463,-0.7003,Negative
5704,@daddj01 @abscbnnews @adrianayalin @mannypacquiao Gen.It is not raised but supporters are not.Parañaque is raised and grand rally allegedly canceled even pay.🤣,0.153,0.119,0.728,0.2242,Positive
5705,@Mang_inasar @mannypacquiao rain or shine po yan sila🥰,0.0,0.34,0.66,-0.5574,Negative
5706,"LOOK: Intermittent Rain didn't stop Kamampinks from joining the campaign rally of VP Leni Robredo and Sen.Kiko Pangilinan and Oval grounds in General Santos City, hometown of Sen.Manny Pacquiao.

Leni-Kiko Supporters Say #Gensanispink.

📷Team Kiko/Jimmy Pray @tribunephl https://t.co/95380bhnrr",0.168,0.0,0.832,0.7259,Positive
5707,"@smninews kya ka dagumog ka @mannypacquiao because you give money.Try your plain campaign just to do it, no money involved, so you'll know if you're really human.From the start of your status in the FYI survey, you know this time change.😃",0.058,0.05,0.892,0.0857,Positive
5708,"14 yrs ago Mar 15: @mannypacquiao outpoints Juan Manuel Marquez over 12, wins WBC 130lb title, @mandalaybay LV.4 years after scintillating draw, fierce rivals produce another classic, as JMM recovers from 3rd-round knockdown to again push pac-man in close, back- & amp; -Forth War.https://t.co/ukggdqetqb",0.081,0.0,0.919,0.5719,Positive
5709,"GenSan is amazed at me!Too much! 👏🌸💖 idol mane, @mannypacquiao tara na!Win this10!#GensanForLenikikic #LenirObredo CTTO https://t.co/sm3vkkhbir",0.226,0.0,0.774,0.6562,Positive
5710,"Although the survey results in Luzon, Visayas and Mindanao are zero, Senator Manny Pacquiao is still unable to move because he does not believe it.
#Smninewschannel
https://t.co/y0xhulopzk",0.0,0.0,1.0,0.0,Neutral
5711,@amfheads I will not be surprised if my boxing idol @mannypacquiao will be on the press conference tomorrow and will be joining #Lenikikoteam2022 because #LenirObredOftressident Fish Future President.,0.0,0.06,0.94,-0.1695,Negative
5712,@Philstarnews right with Manny Pacquiao in the Senate.Don't add any more!,0.0,0.0,1.0,0.0,Neutral
5713,"@Mariabadoy stop spreading lies and baseless accusations against @lenirobredo it seems that you get used to it too much!Just like what you did to @mannypacquiao: https://t.co/6o3blwbohh

Speak to @JoseMariasison directly .. although you said he was already dead!https://t.co/GMC99Q1zvl",0.056,0.178,0.766,-0.658,Negative
5714,Manny Pacquiao's Son Wins First Amateur Boxing Match https://t.co/jF7CJRD3PZ,0.316,0.0,0.684,0.5719,Positive
5715,@Maracepeda @rapplerdotcom Manny Pacquiao you are!,0.0,0.0,1.0,0.0,Neutral
5716,"#Taldiacomohoy Hace 14 Años;
Juan Manuel Márquez vs Manny Pacquiao II
(Mundial Superpluma WBC)

https://t.co/3jm7n0zcrw",0.0,0.0,1.0,0.0,Neutral
5717,@Abscbnnews @mannypacquiao @SherieAntorres is he the only one who is alarmed???,0.0,0.227,0.773,-0.4479,Negative
5718,@Abscbnnews @mannypacquiao @SherieAntorres Manny is right.,0.0,0.0,1.0,0.0,Neutral
5719,"Presidential aspirant Senator Manny Pacquiao stressed the need to conduct a special session among lawmakers to address the soaring fuel prices.

https://t.co/ODDRJDVBHR",0.112,0.1,0.788,0.0772,Positive
5720,De Tal Palo Tal Astilla: Hijo de Manny Pacquiao Debuta en El Boxeo Amateur https://t.co/lu9sbh0v1z,0.0,0.0,1.0,0.0,Neutral
5721,"@Mannypacquiao @SherieAntorres Pacquiao says special session of congress needed to address soaring fuel prices #pricepatrol #elections2022

https://t.co/BrFPLLV2GC",0.144,0.0,0.856,0.4019,Positive
5722,"2️⃣ NBA: Jokic-Embiid Termina Con remontada de nuggets.Sixers 110-114 Nuggets
3️⃣ hijo de manny pacquiao debut en el boxeo amateur
4️⃣ Benzema y Vinicius Quiebran Al Mallorca.Mallorca 0-3 Real Madrid.Benzema se convierte en el máximo goleador francés",0.0,0.0,1.0,0.0,Neutral
5723,There should be a live streaming and CCTV observation system in this day and age to avoid voter fraud @comelec @lenirobredo @bongbongmarcos @iskomoreno @iampinglacson @mannypacquiao #vote2022 #lenirobredo2022 #mannypacquiao,0.0,0.194,0.806,-0.7184,Negative
5724,"@Maracepeda Robredo gets Rockstar treatment here in General Santos, home turf of another presidential bet Sen Manny Pacquiao.#Phvote #wedecide |via @maracepeda

https://t.co/mopiqyafa4 https://t.co/xxsaavm7ss",0.0,0.0,1.0,0.0,Neutral
5725,"#Titulares #DePortes Hijo del Filipino Manny Pacquiao Debutó con Victoria en El Boxeo Amateur en first Pelea Celebrada En California, United States

#15Mar https://t.co/xifuran5nj",0.109,0.0,0.891,0.4215,Positive
5726,"Robredo gets Rockstar treatment here in General Santos, home turf of another presidential bet Sen Manny Pacquiao.#Phvote https://t.co/9Takolux3e",0.0,0.0,1.0,0.0,Neutral
5727,"""",0.0,0.0,0.0,0.0,Neutral
5728,". @Mannypacquiao's eldest son @Emmanuelpacjr is out to prove he can make a name for himself as he wins his first amateur boxing bout in the US.@Stevieangeles reports.#Tfcnews

WATCH: https://t.co/EBKVX8UIVU https://t.co/voj9Ysc0qe",0.117,0.0,0.883,0.5719,Positive
