,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
5088,@paulivandg @lenirobredo you lose some you gain some ...,0.26,0.206,0.534,0.1779,Positive
5089,@paulivandg @lenirobredo is that the cancel culture they call?,0.0,0.2,0.8,-0.25,Negative
5090,@Mang_inasar kc especially strong c leni robredo ... pink wave full energy na ... momentum nak vp leni robredo na kamampink.💪 out,0.231,0.0,0.769,0.6901,Positive
5091,@Akuraxiaoyu @lenirobredo @jieunisera @Michapelagio_ @ejrbilog @_jamessarmiento @juanbogs is the beauty of VP's genes.,0.241,0.0,0.759,0.5859,Positive
5092,"@Teachertoto @kikopangilinan @aidatuto200 @lenirobredo read nyo po ba yang pinopost nyo?For as long as not.That's all about baby M and her minions.I hope you remove the word ""teacher"" in your name.It's a shame for teachers trying to teach good manners.",0.125,0.144,0.731,-0.2263,Negative
5093,I want to win President Leni Robredo .. 💕🌹Manifest ..,0.421,0.0,0.579,0.6249,Positive
5094,"And now he is eating all his words lol and endorsed @lenirobredo.The Politics' Telenovela🤦🏻‍♀️

#Gutterpolitics https://t.co/QCEKQOIQ62",0.255,0.0,0.745,0.5859,Positive
5095,@Colmenaresph let's vote Leni Robredo for President and Doc Willie Ong for VP💝💝🙏🙏😇,0.0,0.0,1.0,0.0,Neutral
5096,"@Bamaquino don't you address the misleading posts about @lenirobredo's maritime industry plan.Please, make a statement at least because the fake news about it is so bad.",0.0,0.319,0.681,-0.8831,Negative
5097,@zaldytor they have not yet moved on to BBM's decease,0.0,0.0,1.0,0.0,Neutral
5098,"@Garthdax @raissawriter @iampinglacson @AltParty @iskomoreno @mannypacquiao @lenirobredo just like Mrs Banal then?Because if she can stand on her own, you would be attacking other candidates instead of asking them to ""unite""",0.072,0.087,0.841,-0.128,Negative
5099,@paulivandg @lenirobredo @paulivandg please consider @kabatangpl as your partylist too !!!!We need youth representation in the Congress !!,0.169,0.0,0.831,0.5374,Positive
5100,"VP @lenirobredo I hope you can secure a position to Doc Willie Ong and Ka Leody when you become the President because they deserve position in the government.

#Sefine Opening
#GOBYERNongPapat Life
#Letlenilead",0.155,0.0,0.845,0.6486,Positive
5101,@RubyKontrabidah @Lotus78309251 @lenirobredo 🙏,0.0,0.0,1.0,0.0,Neutral
5102,@lenirobredo 💗💗💗,0.0,0.0,1.0,0.0,Neutral
5103,@terio_garcia @lenirobredo please take a break,0.365,0.0,0.635,0.3182,Positive
5104,@lenirobredo @jpgrobredo,0.0,0.0,1.0,0.0,Neutral
5105,"@lunbatmhe @maldita2k11 @joeyrevivone @kimindar @lenirobredo when did I have that?I was quiet here.You are the one who has nothing to do with it.Your problem is there, don't keep quiet.The only thing that the estate tax is about will be released.That's just because the Philippines has a big problem.Then, you will be worried.Bwahahah🤪🤣🤣🤣",0.0,0.052,0.948,-0.4019,Negative
5106,@RaissAwriter @dunkirk218 @SCMPNews @Lenirobredo God is in her side.She will win.,0.396,0.0,0.604,0.7096,Positive
5107,@paulivandg @lenirobredo i love u ivan ♡,0.583,0.0,0.417,0.6369,Positive
5108,@terio_garcia @pinoyakoblog yan my president is still tired.We Love You VP @lenirobredo 💗💗💗,0.259,0.0,0.741,0.6369,Positive
5109,"@paulivandg @LenirObredo There is a lost before and you will be more understandable ... 🌸🌸🌸
Thanks for a +1 you have +1 to me🌸🌸🌸",0.115,0.091,0.794,0.1531,Positive
5110,Vice President Leni Robredo's first foray into President Rodrigo Duterte's Bailiwick of Davao region was greeted with an endorsement of her presidential candidacy from Davao del Norte Rep.Pantaleon Alvarez.|@Mramosinq/PDI https://t.co/4xad1xgyzq,0.136,0.0,0.864,0.5267,Positive
5111,"@paulivandg @lenirobredo you lost thousands, now you'll gain much more than that 🌸",0.217,0.146,0.637,0.2732,Positive
5112,"@RaissAwriter @SCMPNews @lenirobredo so out of touch, it's laughable.",0.13,0.0,0.87,0.0516,Positive
5113,@Philstarnews thank you kindly ... you have described Leni Robredo to a t ... 👍👏👏👏,0.341,0.0,0.659,0.6908,Positive
5114,@napotoot @jillrobredo @Aikarobredo @jpgrobs @lenirobredo,0.0,0.0,1.0,0.0,Neutral
5115,@hannahkathleenp @lenirobredo @trissshaaaar,0.0,0.0,1.0,0.0,Neutral
5116,"@aidatuto200 @maldita2k11 @joeyrevivone @kimindar @lenirobredo hahaha I have no problem, you really have a problem with the tax of marcos e work of BIR yan 🤣",0.123,0.26,0.616,-0.4588,Negative
5117,@tellemceejaye @lenirobredo we can see she is tired but still continuing doing her campaign.Rest VP then refresh.Coz its gonna be harder everyday.It's like David and Goliath this election.And with the good candidates prevail.,0.182,0.05,0.768,0.7311,Positive
5118,"@therealbbann @paulivandg @lenirobredo yes, many fake news victims.",0.206,0.412,0.382,-0.4019,Negative
5119,@paulivandg @lenirobredo God bless you.,0.62,0.0,0.38,0.5994,Positive
5120,"@BarryGutierrez3
Madumb @lenirobredo

Don't have an actual crowd picture there.

I mean, it's not a picture of onions.

Bwaaahahahaaa nieaaahahahaaaa

https://t.co/rlvyxDul2m",0.0,0.0,1.0,0.0,Neutral
5121,@paulivandg @lenirobredo done https://t.co/uevg7UD5F7,0.0,0.0,1.0,0.0,Neutral
5122,"@aidatuto200 @maldita2k11 @joeyrevivone @kimindar @lenirobredo I'm not in trouble, you are the one who has a problem with the Marcos tax paying so please explain why BIR is not able to sequester the property sequester",0.135,0.069,0.796,0.3714,Positive
5123,"@lunbatmhe @maldita2k11 @joeyrevivone @kimindar @lenirobredo so whats your problem now?How much of your problem is if you can't give it to the narcos?IDC.I told you, give the whole Philippines to them.IDC.
People Power
Karma",0.0,0.164,0.836,-0.7421,Negative
5124,"Iloilo City Mayor Jerry Treñas and Iloilo Gov.Arthur Defensor Jr.Are sticking to their guns and keep supporting Vice President Leni Robredo's presidential even if their party, the National Unity Party (NUP) has officially endorsed her top rival
https://t.co/F7L4K1CJ3N",0.268,0.0,0.732,0.8779,Positive
5125,@paulivandg @lenirobredo you made the right decision.,0.0,0.0,1.0,0.0,Neutral
5126,Monsour Del Rosario Declares Support for Vice President Leni Robredo https://t.co/xtzobiqhms,0.213,0.0,0.787,0.4019,Positive
5127,@paulivandg @lenirobredo don't worry.Danani will be more impressed with your stand.Just go,0.236,0.0,0.764,0.5256,Positive
5128,@paulivandg @lenirobredo you got more than 8k likes now from kapampinks.Unfortunately I dont have a Tiktok account ha ha.,0.36,0.0,0.64,0.7823,Positive
5129,@kikopangilinan @lenirobredo I'm BBM supporter but good luck and godbless😊,0.573,0.0,0.427,0.8555,Positive
5130,@paulivandg @lenirobredo you deserve better people than what you thought 🎀🎀🎀,0.225,0.0,0.775,0.4404,Positive
5131,@xkayeexx_ @sozia062897 @tinmcfadden @k_aletha @lenirobredo diba may free college schools naman?What?Do you all rely on the government?🥴 chase after you have left you stupid,0.113,0.135,0.752,-0.163,Negative
5132,@aidatuto200 @maldita2k11 @joeyrevivone @kimindar @lenirobredo and my work included so I know the tax.Please read the BIR law for you to know.They have to sell it for money.That's because the BIR's job is to collect taxes for the government,0.0,0.0,1.0,0.0,Neutral
5133,"@lunbatmhe @maldita2k11 @joeyrevivone @kimindar @lenirobredo why do you solve SC and BIR's job?Whats your purpose?🙄🙄 Since 1986, that's a problem.Will you take their job?So, u calculate now if you want to.IDC.Even if you publish it.IDC.Even if you release that to SC and BIR.IDC.Because it's not my job.🤪",0.078,0.0,0.922,0.3899,Positive
5134,@C4tjwi @lovelife2331 @iamsertd @k_aletha @lenirobredo do you have full knowledge on the education system of UK to mock this special diploma?Boba nyo naman.,0.116,0.104,0.78,0.0836,Positive
5135,@paulivandg @lenirobredo you're on the right path.God bless,0.286,0.0,0.714,0.4215,Positive
5136,LMFAO BBM Apologists literally forgetting that Ms.Leni Robredo is the VP of the Philippines 🥴🥴🥴,0.232,0.0,0.768,0.6408,Positive
5137,Closed the gate earlier because my dad is off to work.Tas suddenly he said we should hang ma'am @Lenirobredo's tarpaulin na.he didn't allow us before but now🥺🥺🥺 we also have sir @cheldiokno's tarp but I'll hang it later because I have class😩💓🎀 https://t.co/QTPWHW80PL,0.0,0.031,0.969,-0.0857,Negative
5138,"@justyedda @hannahkathleenp @lenirobredo hey tru jud🥺🥺 race rjud if you see that in person gyud, see sincerity.You are so surprised that I hope that Jud is a storyteller!",0.199,0.0,0.801,0.7138,Positive
5139,"'The Manila Times language is almost no different from the CPP-NPA's propaganda language.

""Four us-funded, local news websites are campaigning one way or another for the pro-American Leni Robredo to become president.""",0.0,0.115,0.885,-0.4417,Negative
5140,"Vice President Leni Robredo, presidential candidate, has fallen short of supporting some progressive causes that gender advocates have long fought for, but some are willing to bank on her track record of consulting and listening.#Phvote #wedecide https://t.co/QR8Rcolo4j",0.05,0.086,0.864,-0.1154,Negative
5141,@lcmlaw_ph that's a genuine leader.Leni Robredo!,0.0,0.0,1.0,0.0,Neutral
5142,@Gadiajosiphine #lenlenloser will never be @lenirobredo hahahaha,0.0,0.0,1.0,0.0,Neutral
5143,@Orangee08917011 Leni Robredo supported her because she spoke to Calauan,0.204,0.0,0.796,0.3182,Positive
5144,"VP @lenirobredo I know you'll listen to us.Please consider having a plan for our displaced aetas or if you already have, please let us know.",0.095,0.0,0.905,0.3182,Positive
5145,"@maryvxx @dianaDuch97 @theadtan @lenirobredo what's wrong with announcing it eh he's really absent?Are you really allergic to facts?Also, the fact that Comelec chose Rappler is a badge of bias immediately?Whoever chooses the Comelec Bias still for you, unless it's your favorite SMNI (which is not biased for you).😂",0.088,0.163,0.749,-0.48,Negative
5146,"Recently, some quarters is pairing vice president Leni Robredo with vice presidential bet Sara Duterte-Carpio-dubbed ro-in or Robredo-Sara.|@GabrielLinalinq https://t.co/MRWGQ6T4IA",0.0,0.0,1.0,0.0,Neutral
5147,Please reconsider this missmaam @lenirobredo,0.365,0.0,0.635,0.3182,Positive
5148,@paulivandg @lenirobredo we will follow.Done!#ButAngang fight,0.0,0.366,0.634,-0.4389,Negative
5149,@paulivandg @musingstj @lenirobredo followed!🌺👍❤️💝 Thank you for your bravery.🌹,0.259,0.0,0.741,0.4199,Positive
5150,@Lenirobredo Samar Volunteers💕💕💕 https://t.co/GN7MEXVER,0.0,0.0,1.0,0.0,Neutral
5151,@paulivandg @lenirobredo bye Felicia!Good riddance!,0.0,0.0,1.0,0.0,Neutral
5152,Who is the thief now?@Iskomoreno @lenirobredo @mannypacquiao @senpinglacson,0.0,0.327,0.673,-0.5267,Negative
5153,@lunbatmhe @maldita2k11 @joeyrevivone @kimindar @lenirobredo size of your problem in life tea.Do you have a salary there?Loan.Bwahahsha🤪🤣🤣🤣 Headache how to cultivate the stolen town.Why do you bring sequestered properties to heaven or to empire?You will only be able to melt the world.🤪🤪,0.069,0.132,0.799,-0.4515,Negative
5154,@paulivandg @lenirobredo Tiktok pls.Gonna follow you,0.0,0.0,1.0,0.0,Neutral
5155,@kikopangilinan @lenirobredo you are our VP Sen.Kiko ..,0.0,0.0,1.0,0.0,Neutral
5156,"@maykaykaba @lenirobredo plsss reconsider your stance, they need our help, their land should not be taken away from them.🥺",0.13,0.0,0.87,0.4019,Positive
5157,@paulivandg @lenirobredo grabe naman yung sarah elago hahahahaha labyu always !!!💗💗💗 I'm proud of you too much!,0.211,0.0,0.789,0.6449,Positive
5158,"@ms_renzy @TherealBbann @paulivandg @lenirobredo for the longest time, BBM has a youth movement.These youths will propel him to the presidency.Not only are they socmed or no media would ever attempt to cover his good deeds.Because they are not in their script… torture Marcoses for life https://t.co/1HWPMHQ3TI",0.057,0.12,0.824,-0.4939,Negative
5159,@RubyKontrabidah @lenirobredo thank you very much.Always be careful.,0.421,0.0,0.579,0.5209,Positive
5160,@RaissAwriter @SCMPNews @lenirobredo https://t.co/uis48QEF15,0.0,0.0,1.0,0.0,Neutral
5161,@crissandymark @frogmulat @danwaytoofar @hlingayan @cracrecricroco @boobolenlen @myzteryosa15 @Maria47215 @ronaldimperial4 @lugawnalata @anoniomoralid1 @lino_iam @quency_martinac @maanabrenica @kalboakopakimo z @beng_beng_beng @sexymhieq @molavefinds @squidph_0 @xf44p @daddyricks10 @baldugho @nguimiii@Growlharhar @lav2heart14 @jovs82533461 @andyramie @sanny_2021 @buangsonny @Allespant @nilesneel @magbubukid4 @jobjorl @denceasar @vigirni @atokpascua @iampatriotmds @voj_0418 @eyeere 07 @maiiia_nnx @akoalaskador @pinoyakoblog @lenirobredo fb pa lang yan ..Eh yin you are https://t.co/BPBU1g0L8Q what TV ads hadouken ahahahah..kuya 600k per TV ad in primetime.,0.0,0.0,1.0,0.0,Neutral
5162,@crissandymark @frogmulat @danwaytoofar @hlingayan @cracrecricroco @boobolenlen @myzteryosa15 @Maria47215 @ronaldimperial4 @lugawnalata @anoniomoralid1 @lino_iam @quency_martinac @maanabrenica @kalboakopakimo z @beng_beng_beng @sexymhieq @molavefinds @squidph_0 @xf44p @daddyricks10 @baldugho @nguimiii@Growlharhar @lav2heart14 @jovs82533461 @andyramie @sanny_2021 @buangsonny @Allespant @nilesneel @magbubukid4 @jobjorl @denceasar @vigirni @atokpascua @iampatriotmds @voj_0418 @eyeere 07 @maiiia_nnx @akoalaskador @pinoyakoblog @lenirobredo yan na na donesupposedly rice to rallies..paplastic of poor pinktards dba @frogmulat.,0.0,0.054,0.946,-0.4767,Negative
5163,Thank you so much ma'am @lenirobredo for choosing to fight for us.🥺🌷🌸,0.166,0.172,0.662,-0.0258,Neutral
5164,"@aidatuto200 @maldita2k11 @joeyrevivone @kimindar @lenirobredo I'm not angry, it seems that you have no knowlege about tax and how it works.",0.113,0.092,0.795,0.1285,Positive
5165,"To all Kapampinks, let us help people recognize and memorize VP Leni Robredo’s name.May it be in soc media or in reality.Let us stop making the name of baby-m go viral.

Remember: Bad publicity is still a publicity.

From now on, just promote Leni’s name & amp;Her achievements

1/2",0.098,0.106,0.796,-0.1027,Negative
5166,"@Donvito0312 @raissawriter @SCMPNews @LenirObredo ""The traffic flow to General Trias Sports Park is heavy where the BBM-Sara Uniteam Rally is held at 5:00 pm.other neighboring towns. ""@News5PH @OnenewSPH https://t.co/0nntubwzxa",0.0,0.0,1.0,0.0,Neutral
5167,"Feeling good about riding a taxi and the driver is solid Leni and Kiko.He has even shouted the #GOBYERNongPapatag Life -all 👆🇵🇭
#Lenikiko2022
@lenirobredo @kikopangilinan
Well, I gave a big tip.Good morning Kapampink! 😁 https://t.co/i9mjqjlnax",0.237,0.0,0.763,0.75,Positive
5168,"@ms_renzy @TherealBbann @paulivandg @lenirobredo Hayan, happy?",0.425,0.0,0.575,0.5719,Positive
5169,us,0.0,0.0,1.0,0.0,Neutral
5170,us,0.0,0.0,1.0,0.0,Neutral
5171,@paulivandg @lenirobredo lol!That's life!,0.0,0.0,1.0,0.0,Neutral
5172,"@lenirobredo ma'am, wear walking shoes or rubber shoes so your feet won't hurt 😇",0.188,0.0,0.812,0.4168,Positive
5173,"@_Atedick it's almost 1m Kapampinks who attended VP Leni Robredo's rallies, when each camp is encouraged to vote VP Leni that's equivalent to 20m votes!That can be done when it comes to house to house.

#CAMANAVAISPINK
#KalinawDabum
Party Reform
#Sharlenesanpedro",0.126,0.0,0.874,0.6696,Positive
5174,@RubyKontrabidah @lenirobredo Defeat the real cancer - the Marcoses.,0.0,0.552,0.448,-0.8126,Negative
5175,@ms_renzy @TherealBbann @paulivandg @lenirobredo https://t.co/x7unIVXGFC,0.0,0.0,1.0,0.0,Neutral
5176,"@aidatuto200 @maldita2k11 @joeyrevivone @kimindar @lenirobredo sus you look like no one knows.You don't know the BIR's job.The BIR's job is to collect the tax and if you do not pay, you will be the owner of your owner with the tax you have to pay.Whether Income, Estate or Property Tax, the same process",0.068,0.039,0.893,0.1521,Positive
5177,@ms_renzy @TherealBbann @paulivandg @lenirobredo https://t.co/PQT64FQ4zy,0.0,0.0,1.0,0.0,Neutral
5178,"@lukatmhe @maldita2k11 @joeyrevivone @kimindar @lenirobredo bwahahaha.🤣🤣🤣🤣🤣🤣🤣 Thieves are angry.How to infiltrate the public and private properties of their employers.You have a day too.🤣🤣🤣
#Peoplepower",0.0,0.13,0.87,-0.5106,Negative
5179,I have never been this immersed and participative in an electoral/political spectrum in years now.And I firmly believe that the vicious system collapses when the threshold breaks and VP Leni Robredo @lenirobredo tends to do that.https://t.co/8rw8nylweu,0.0,0.128,0.872,-0.5719,Negative
5180,@ms_renzy @TherealBbann @paulivandg @lenirobredo https://t.co/xgvjiobhfz,0.0,0.0,1.0,0.0,Neutral
5181,@paulivandg @lenirobredo post your Tiktok account po.I reactivate the account for this 😂,0.0,0.0,1.0,0.0,Neutral
5182,@DodyPena3 @lenirobredo is that how they are now 🤣😂 they don't want to have Walden Bello?✌️🤣😂,0.0,0.075,0.925,-0.0572,Negative
5183,@ms_renzy @TherealBbann @paulivandg @lenirobredo https://t.co/2eb2esa6lk,0.0,0.0,1.0,0.0,Neutral
5184,@ms_renzy @TherealBbann @paulivandg @lenirobredo https://t.co/TFC6HLRTZ1,0.0,0.0,1.0,0.0,Neutral
5185,"Hello mama @lenirobredo ...
I love you !!!",0.458,0.0,0.542,0.7249,Positive
5186,"@crissandymark @frogmulat @danwaytoofar @hlingayan @cracrecricroco @boobolenlen @myzteryosa15 @Maria47215 @ronaldimperial4 @lugawnalata @anoniomoralid1 @lino_iam @quency_martinac @maanabrenica @kalboakopakimo z @beng_beng_beng @sexymhieq @molavefinds @squidph_0 @xf44p @daddyricks10 @ladyanaksabo @baldugho@nguimiii @grown 618 @broppy07 @maiiia_nnx @akoalaskador @pinoyakoblog @lenirobredo wahahha much in theyo jan .... pag k madumb, gaking sa donation bwahhaa.
Did he help him or the people he lost?
Dba @frogmulat .. so it's better to be caravans, direcho si.bbm facing people",0.085,0.033,0.882,0.5542,Positive
5187,@ms_renzy @TherealBbann @paulivandg @lenirobredo https://t.co/ypdr0zjngn,0.0,0.0,1.0,0.0,Neutral
5188,@ms_renzy @TherealBbann @paulivandg @lenirobredo https://t.co/ukflutoxpz,0.0,0.0,1.0,0.0,Neutral
5189,@Owlcitizen4life @thimeaviasca @dimatera_roxane @nitro_jen1990 @kimindar @lenirobredo kawawa ka naman.Pa recount again 😁,0.0,0.0,1.0,0.0,Neutral
5190,@Antoniotrilili2 @raissawriter @SCMPNews @lenirobredo https://t.co/VZCS8NHEC1,0.0,0.0,1.0,0.0,Neutral
5191,"@witandgrit @cristin30096815 @therealban @yourtitaellen @paulivandg @lenirobredo martial law was necessary at that time.Yes, there were atrocities committed and to pay those who did non.But, what's BBM got to do with these atrocities?",0.063,0.042,0.896,0.1779,Positive
5192,@therealbbann @yourtitaellen @paulivandg @lenirobredo you rest in… .. now.,0.0,0.0,1.0,0.0,Neutral
5193,"@Teachertoto @r_aa_i_ @rowenadiaz1979 @inquiredotnet @lenirobredo @kikopangilinan @ordinarypant @allespant @cherylcosim how poor you are.Morning, noon, afternoon, evening.That's all you can do.🙄🙄 How pathetic you are.No good message.You just seem to come from empire.Bwahaha🤪🥱🤪🥱🤣🤣🤣🤣😍 https://t.co/xvgrr9vws",0.073,0.171,0.756,-0.5994,Negative
5194,"@Jamesh64179658 @TherealBban @yourtitaellen @paulivandg @lenirobredo Hope you have more types.I know there are many but toxic, self righteous and condescending ones are so noisy.They are turning away probable voters for VP Leni because of such traits",0.053,0.0,0.947,0.2382,Positive
5195,@Frogmulat @booboolenlen @crissandymark @hlingayan @cracrecricroco @myzteryosa15 @maria47215 @danwaytoofar @ronaldimperial4 @lugawnalata @anoniomoralid1 @lino_iam @quency_martinac @maanabrenica @kalboakopakimo @politangblstgn z @beng_beng_beng @sexymhieq @molavefinds @squidph_0 @xf44p @daddyricks10 @ladyanaksabo @baldugho@nguimiii @grown 618 @broppy07 @maiiia_nnx @akoalaskador @pinoyakoblog @lenirobredo sus!Have you seen the crowd in cavite ???Have you seen a 10pk burger that was scattered?Bwahaha tangengot na @frogmulat embarrassing disciples of madumb,0.0,0.069,0.931,-0.593,Negative
5196,@Mharztc @raissawriter @SCMPNews @lenirobredo landslide also robbed nun lol https://t.co/x1eslt1ou5,0.237,0.0,0.763,0.4215,Positive
5197,"@Genesacademy @Therealbban @paulivandg @lenirobredo hurts?Even in the 7/11 mock election, your lugaw queen can’t muster enough vote to unseat BBM… so dream on.https://t.co/tck3WXEDFS",0.099,0.106,0.795,-0.0474,Neutral
5198,"@aidatuto200 @maldita2k11 @joeyrevivone @kimindar @lenirobredo you are more stupid, you don't understand if the BIR is working.Before you rebut me make sure you know the tax and how the process is.That's hard for you minks are good but you don't know everything.Ask for help the more know",0.136,0.067,0.797,0.5579,Positive
5199,How can you expect Leni Robredo to continue building on the accomplishments of PRRD when her official line is Duterte has zero accomplishment?Protect our gains by not voting for Leni!,0.085,0.0,0.915,0.4003,Positive
5200,@Wendel41009595 @RaissAwriter @SCMPNews @LenirObredo Who is the mayor there?That's what is responsible for your safety.Looks like your government failed you.,0.191,0.131,0.677,0.128,Positive
5201,"@mimimyoi what made me vote for leni robredo:
1. VP Leni Robredo has been releasing her SALN for years now and making the document public.She is not corrupt.OVP received the highest coa rating thrice.
2. She is a human rights lawyer and an economist.Her educational attainment is enough",0.0,0.0,1.0,0.0,Neutral
5202,"@maisabeldoria @RaissAwriter @iampinglacson @AlTyparty @iskomoreno @mannypacquiao @lenirobredo it is not just about winning, it is winning on United Fronts.It is not unity for others without balls and cannot stand alone.",0.126,0.154,0.72,-0.2528,Negative
5203,"@Kabonglabog @dunkirk218 @lenirobredo you should vote instead of just being bullied and bullied!So it's a mess.It's just sad, while you're cool.https://t.co/wlya20kewh",0.0,0.294,0.706,-0.8172,Negative
5204,@cngaldo @raissawriter @SCMPNews @lenirobredo those surveys were done in Feb.Let's see how those surveys will change in March and April.,0.0,0.0,1.0,0.0,Neutral
5205,@RaissAwriter @SCMPNews @lenirobredo you're still encouraging.Suppose Leni has a chance to win ..,0.367,0.0,0.633,0.7003,Positive
5206,"@paulivandg @lenirobredo no worries!I assure you what you lost, you'll gain more followers.I'm one of your new followers.Count me in, #Kakampinks!#Sefine Opening #KaylenTayo #LenikikoAllTheway",0.207,0.146,0.648,0.4374,Positive
5207,"@dumidyeypee @proctergamble tagging you.Please be advised that the political opponents of Philippine Vice President Leni Robredo is using your brand, tide, for negative campaigning.",0.0,0.139,0.861,-0.5719,Negative
5208,@paulivandg @lenirobredo you're going to gain new followers.I'm one of them.,0.254,0.0,0.746,0.5267,Positive
5209,"East Coast Pink Power, Assemble !!!💞💞💞

@lenirobredo @kikopangilinan #10LenirObredofurpressident
#7CommunityForVicePresident
#GOBYERNongPapat Life Life Https://t.co/0KPRZTAH2H",0.0,0.0,1.0,0.0,Neutral
5210,@jordjosef @iampertd @k_aletha @lenirobredo little thing ahahaha.What does your mother answer how many islands are the Philippines?Isn't it stupid un wahahaha.Is it an economist answer?Is it a lawyer answer?You still know that he answers correctly for you to be more stupid,0.138,0.0,0.862,0.7263,Positive
5211,@paulivandg @lenirobredo quality over quantity mhie 💖🌸,0.0,0.0,1.0,0.0,Neutral
5212,"@_ricjul @TheCatsaySmao All Energy should be directed to @lenirobredo not to the opponent to manifest her win.

Like in 2016. Instead of many people pushing the energy toward a specific opponent by Duts, our focus was for him not to win so energy was still directed toward him.

#Lenikiko2022 #Al LifeThisTh https://t.co/huu5rhfdze",0.267,0.0,0.733,0.9371,Positive
5213,"@paulivandg @lenirobredo thank you Kababayan, just followed you",0.263,0.0,0.737,0.3612,Positive
5214,"Live via Zoom: Political Analyst Michael Yusingco in connection with the endorsement of the party reform with VP Leni Robredo.|#DZXL558

📻: 558 khz
🔗: https://t.co/tpo0rqcccgg
📱: https://t.co/BKNTGMTRUQ https://t.co/QTLQDoyjhs",0.161,0.0,0.839,0.6124,Positive
5215,"@Dochappy95 All energy should be directed to @lenirobredo not to the opponent to manifest her win.

Like in 2016. Instead of many people pushing the energy toward a specific opponent by Duts, our focus was for him not to win so energy was still directed toward him.

#Lenikiko2022 #Along LifeThis https://t.co/xrebggmyhp",0.272,0.0,0.728,0.9371,Positive
5216,What is @iampinglacson @mannypacquiao @lenirobredo and @iskomoreno near Saturday (3.26.22).Go nba tau to #SMNIPRESIDENTIALDEBATE?Are you scared of #BBM.Hahaha.,0.0,0.146,0.854,-0.4404,Negative
5217,"@therealbbann @paulivandg @lenirobredo eh to find the source of most of his supporters by babym.His paid Tiktokirists were there to make conspiracy, propaganda against their opponent and their favor.Most of the supporters take edited videos and Spliced videos by Len Len.",0.13,0.111,0.759,0.2329,Positive
5218,"All energy should be directed to @lenirobredo not the opponent to manifest her win.

Like in 2016. Instead of many people pushing the energy toward a specific opponent by Duts, our focus was for him not to win so energy was still directed toward him.

#Lenikiko2022 #Al LifeThis Https://t.co/PTXUB8F0ar",0.281,0.0,0.719,0.9371,Positive
5219,VP LENI ROBREDO BELIEVE FINALD !!!,0.0,0.0,1.0,0.0,Neutral
5220,"@sumshine013 🥹 thank you very much vp @lenirobredo promise, we will fight to the end with you!

Good morning atty ☺️",0.301,0.098,0.602,0.6588,Positive
5221,"@Connectingodots @elonmusk in another universe, i.E, the reality in my country 🇵🇭, ""caring about others and doing what we can for the community"" the movement spawned by presidential candidate @lenirobredo who embodies hope for us.Am saying this because I am struck by how apt the statement is for her.",0.115,0.038,0.847,0.6249,Positive
5222,@jamkutch @paulivandg @lenirobredo means you are smart?,0.31,0.0,0.69,0.4019,Positive
5223,@Arshiethromycin @lenirobredo 🙏🙏🙏🙏❤❤,0.0,0.0,1.0,0.0,Neutral
5224,"Senator Panfilo Lacson's poor showing in pre-election surveys is the primary reason why his former party, party reform, chose to support Vice President Leni Robredo instead.#Election2022 https://t.co/j8gev6anm9",0.237,0.091,0.673,0.6124,Positive
5225,@arneiie @lenirobredo 🥹,0.0,0.0,1.0,0.0,Neutral
5226,@terio_garcia thank you @lenirobredo 🙏🤗💖,0.385,0.0,0.615,0.3612,Positive
5227,"@Mianamagdalena @lenirobredo @kikopangilinan is there a people's rally here in Baguio for Leni Robredo?

 - love,
 Front liners who want to file leave for rally hehe!",0.207,0.043,0.75,0.68,Positive
5228,@Mianamagdalena @lenirobredo @kikopangilinan Melvin Jones na!Hahaha!I will climb it!,0.0,0.0,1.0,0.0,Neutral
5229,What is Mayora Christy BBM?Everything around you Leni Robredo!Isoli is because you gave it a lot,0.0,0.0,1.0,0.0,Neutral
5230,Is it okay with @cbcpnews to?They support @lenirobredo so they support it as well.Di ba @pads_nosi?We haven't heard anything from you about this.Leni pala poon nyo.No wonder.,0.242,0.0,0.758,0.7691,Positive
5231,@paulivandg @lenirobredo sus,0.0,0.0,1.0,0.0,Neutral
5232,@frfielpareja @lenirobredo don't worry about it because it's over,0.231,0.0,0.769,0.3412,Positive
5233,@barrett_cal50 @cbcpnews it's okay insurance with them.They support @lenirobredo so they support it as well.Di ba @pads_nosi?We haven't heard anything from you about this.Leni pala poon nyo.No wonder.,0.226,0.0,0.774,0.743,Positive
5234,"Commstwt for Leni 🌸

I am Chaelin from Comms twt community and I believe in the scholar-servant leader capacities of VP Leni Robredo.I choose her as my president because of the honest government, all life.

#Sefine Opening
#Letlenilead2022

DP Frame By: Carla https://t.co/2iyh8SJZQs",0.078,0.0,0.922,0.5106,Positive
5235,@RubyKontrabidah @darnampakta @lenirobredo Jesus Christ Almighty God heals!,0.255,0.0,0.745,0.3382,Positive
5236,"@therealbbann @yourtitaellen @paulivandg @lenirobredo girl, you wouldn't comment here if you like peace and not argument.Make it make sense.",0.261,0.0,0.739,0.7184,Positive
5237,"Good morning,
And the start of the local campaign,
Joy Belmonte for mayor,
@Ataydearjo para congressman
@lenirobredo for president
@kikopangilinan for vice president
@Cheldiokno for the Senate",0.211,0.0,0.789,0.7717,Positive
5238,@Identitthom @parasabayan2022 @wenacos @lenirobredo @abscbnnews eh because they are paid,0.0,0.0,1.0,0.0,Neutral
